Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr2	1851509	7.050257194	2.856264292
chr2	1851573	6.967427711	2.856715508
chr2	1855365	9.131946051	2.883135994
chr2	1855416	10.08477121	2.883601723
chr2	1856896	9.92623251	2.898527185
chr2	1858755	9.862692806	2.916980051
chr2	1858920	5.386538119	2.918607395
chr2	1859065	5.424851282	2.919388443
chr2	1859067	5.579193015	2.919399293
chr2	1892373	5.438237497	3.105219895
chr2	1892395	5.420214443	3.105339537
chr2	1892396	5.285021863	3.105344957
chr2	1899696	5.198225725	3.143925616
chr2	1899732	5.074608683	3.144112753
chr2	1899736	5.989284349	3.144133051
chr2	1899771	5.927488224	3.144342676
chr2	1899772	8.674649276	3.144348603
chr2	1900021	11.04290079	3.146508591
chr2	1900353	10.86368505	3.150174834
chr2	1900410	10.68033734	3.150794064
chr2	1900418	10.55806714	3.150879507
chr2	1900453	16.34869366	3.151249039
chr2	1902261	16.19197835	3.180807477
chr2	1902541	15.90891574	3.185341231
chr2	1902615	15.68509353	3.186518491
chr2	1903378	15.51822804	3.198486218
chr2	1903380	14.0126759	3.198517254
chr2	1903402	9.702776878	3.198825533
chr2	1903449	9.882274749	3.199281563
chr2	1903606	9.688213052	3.20083308
chr2	1903633	9.634111945	3.201094662
chr2	1903738	9.875842779	3.202106244
chr2	1903745	7.64378823	3.202175375
chr2	1903757	8.01131101	3.2022671
chr2	1903777	8.356861718	3.202427327
chr2	1903783	9.423589371	3.202477468
chr2	1903816	8.792071196	3.202788446
chr2	1909863	8.06323096	3.255954101
chr2	1909916	8.512601209	3.256381452
chr2	1910876	9.075232683	3.264553549
chr2	1914277	9.85239884	3.295418415
chr2	1918999	9.575393346	3.341941443
chr2	1919003	9.186596324	3.341979744
chr2	1919006	10.7505405	3.342007304
chr2	1919035	8.798187319	3.34231907
chr2	1919086	9.674848432	3.342767777
chr2	1919196	12.3057904	3.343832011
chr2	1919198	12.44254681	3.343856622
chr2	1923165	12.25564983	3.393216205
chr2	1923258	8.111413136	3.394355981
chr2	1923304	7.594601154	3.394729106
chr2	1923309	6.616400182	3.394767079
chr2	1923332	6.457773071	3.394919256
chr2	1923347	6.161264646	3.395016123
chr2	1923690	11.83267043	3.397129436
chr2	1924326	12.82051142	3.404655015
chr2	1924342	7.560339901	3.404860143
chr2	1924695	7.652339916	3.407528943
chr2	1935030	8.085109456	3.486615876
chr2	1946237	7.892997479	3.577225698
chr2	1946314	7.953913454	3.577833459
chr2	1946559	7.787595073	3.579782167
chr2	1947421	7.767095287	3.586495074
chr2	1947462	7.778462621	3.586813525
chr2	1949936	8.081880425	3.606057442
chr2	1952233	8.18723862	3.624621521
chr2	1952268	9.49680999	3.624908074
chr2	1953218	9.473534738	3.633930044
chr2	1953332	10.04499728	3.635010027
chr2	1953645	24.1319505	3.638154111
chr2	1953651	24.02965961	3.638298903
chr2	1953707	23.99058779	3.639644564
chr2	1953899	25.58582257	3.644250757
chr2	1953978	14.44254848	3.646272036
chr2	1954136	14.40371302	3.648553959
chr2	1954664	14.33245833	3.65615912
chr2	1954681	14.2938439	3.656402771
chr2	1954688	14.2753558	3.656502828
chr2	1954742	14.21222019	3.657273698
chr2	1954763	14.28588295	3.657572154
chr2	1954847	11.20954637	3.658772168
chr2	1954874	11.19689482	3.659074826
chr2	1955330	11.11016348	3.66418061
chr2	1955469	11.18379317	3.665724923
chr2	1955579	11.14548001	3.66695514
chr2	1955864	11.10727886	3.670131602
chr2	1955954	10.71845194	3.671131257
chr2	1955994	10.70017953	3.671559995
chr2	1956182	9.419852627	3.673571629
chr2	1956230	9.434827788	3.674023782
chr2	1956242	10.53410459	3.674137
chr2	1956317	11.85311366	3.674927058
chr2	1956779	12.06109955	3.680403196
chr2	1956882	12.07613181	3.681645489
chr2	1957004	12.27176304	3.683118777
chr2	1957064	13.65617209	3.683855083
chr2	1959042	11.09165109	3.710866992
chr2	1959375	11.25041469	3.714560511
chr2	1959514	11.56496764	3.716124319
chr2	1959515	11.60328595	3.716135884
chr2	1959517	10.83214513	3.716159091
chr2	1959735	9.804898622	3.718520498
chr2	1961685	9.26323357	3.73764005
chr2	1962929	9.0417404	3.749163513
chr2	1963006	9.245439875	3.749859727
chr2	1963047	9.435907655	3.75023879
chr2	1964795	9.599815304	3.766732757
chr2	1964888	10.14074056	3.767625539
chr2	1964891	10.05192263	3.767655962
chr2	1964907	10.27923908	3.767816792
chr2	1981159	8.326575497	3.934874986
chr2	1981174	7.906270866	3.934999885
chr2	1981210	7.470554583	3.93528451
chr2	1981238	8.986649938	3.935493686
chr2	1983677	8.386892267	3.957412125
chr2	1985734	5.883230457	3.974663962
chr2	1985833	6.552014122	3.975246402
chr2	1985870	5.51939434	3.975488827
chr2	1987025	5.457988084	3.981863727
chr2	1987330	5.039385568	3.983528414
chr2	1987355	3.977740115	3.983654398
chr2	1987413	4.569212341	3.983885107
chr2	1991377	4.464705754	4.001997465
chr2	1991516	4.178925404	4.002618059
chr2	1991742	26.40830409	4.003562496
chr2	1991752	26.442981	4.003826579
chr2	1991909	4.49204732	4.007978127
chr2	1991976	4.36068021	4.008279094
chr2	1992705	4.257753178	4.01145803
chr2	1993104	4.913968334	4.013156874
chr2	1993860	5.550276433	4.016871834
chr2	1994434	4.788864572	4.020057692
chr2	1996302	4.345249926	4.029003292
chr2	1997978	3.770401995	4.03628593
chr2	1998896	3.131977173	4.039747159
chr2	1999196	3.148696167	4.040686753
chr2	1999267	2.500759349	4.04091031
chr2	2007725	2.067294271	4.062061733
chr2	2007842	2.185826986	4.062303606
chr2	2009390	2.205015477	4.065687266
chr2	2043985	2.141427697	4.141969777
chr2	2044134	2.018584457	4.142288849
chr2	2044437	2.038571358	4.14290048
chr2	2044476	1.628994224	4.142979985
chr2	2045549	1.646071909	4.144727896
chr2	2047356	1.747158748	4.147702347
chr2	2052505	1.694916791	4.156698468
chr2	2055357	1.685193793	4.161532371
chr2	2055612	1.785060284	4.161962095
chr2	2083115	1.820736386	4.211056608
chr2	2083936	1.719649547	4.212551433
chr2	2088850	1.784727896	4.22100179
chr2	2088859	1.860343547	4.221017853
chr2	2088861	1.898113527	4.221021574
chr2	2092639	1.918046377	4.228192647
chr2	2092649	2.054304922	4.228211827
chr2	2092800	2.051648139	4.228522027
chr2	2092806	2.285267604	4.228534337
chr2	2093128	2.349484835	4.229270193
chr2	2093402	2.383524442	4.229913952
chr2	2093407	2.468840258	4.22992587
chr2	2093677	2.54731265	4.230592456
chr2	2095090	2.512989946	4.234191809
chr2	2108210	2.482773839	4.267162237
chr2	2109102	2.871761185	4.269376872
chr2	2115671	3.07665727	4.288241471
chr2	2126286	3.176131908	4.320900188
chr2	2186663	3.100516257	4.512665504
chr2	2186763	2.879437459	4.512975556
chr2	2187392	2.590365811	4.514786722
chr2	2188329	2.561383957	4.517213894
chr2	2188332	2.492425306	4.517221579
chr2	2188389	2.691108556	4.517363647
chr2	2188455	2.771649537	4.51754126
chr2	2188875	2.832272751	4.518705353
chr2	2188993	3.033477091	4.519039561
chr2	2189024	3.371149152	4.519133599
chr2	2189042	3.467407295	4.519194279
chr2	2189065	4.060568414	4.51927403
chr2	2193840	4.180240784	4.538663244
chr2	2199222	4.129542136	4.5611613
chr2	2199810	5.543900391	4.563589471
chr2	2199976	5.780496243	4.564509758
chr2	2200956	8.965260211	4.570174644
chr2	2202033	10.47578621	4.57983023
chr2	2202097	11.40837605	4.58050068
chr2	2202127	19.12272871	4.580842931
chr2	2202857	19.88525927	4.594802523
chr2	2202870	32.76590026	4.595061032
chr2	2202951	35.15614863	4.59771507
chr2	2203156	16.66868063	4.60492208
chr2	2206823	16.41376902	4.666046132
chr2	2207841	13.25666629	4.682755349
chr2	2207984	13.43489915	4.684651052
chr2	2207996	11.74606059	4.684812271
chr2	2208292	11.89296596	4.688289105
chr2	2209642	11.12364135	4.704344609
chr2	2209655	10.19529338	4.704489216
