Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr3	1564938	5.820919467	0.8114804754
chr3	1567454	9.614649049	0.8261259088
chr3	1567696	9.488332386	0.8284526539
chr3	1567762	9.175789209	0.8290788838
chr3	1567831	9.106553628	0.8297120133
chr3	1567901	8.101783292	0.830349472
chr3	1567923	7.286934652	0.8305277112
chr3	1568365	7.420554105	0.8337485364
chr3	1568510	3.626824522	0.8348245167
chr3	1568665	4.188754779	0.8353866745
chr3	1568685	4.506479364	0.8354704496
chr3	1568804	4.572869412	0.8360067206
chr3	1569079	4.757852486	0.8372642597
chr3	1569121	5.507558643	0.8374640895
chr3	1569695	5.603076296	0.8406254282
chr3	1584807	5.46861073	0.9252991172
chr3	1584826	5.30842779	0.9254030208
chr3	1584846	5.274698651	0.9255091893
chr3	1584899	6.046155224	0.9257887484
chr3	1584921	6.275302723	0.9259217638
chr3	1584948	6.148442922	0.926091197
chr3	1584964	6.378455639	0.9261895721
chr3	1586654	7.359881028	0.9369691621
chr3	1588046	7.173453528	0.9472141165
chr3	1588187	7.433672569	0.9482255734
chr3	1588245	7.400881808	0.9486567264
chr3	1588348	7.422100834	0.9494190173
chr3	1588421	7.364159807	0.9499608306
chr3	1588702	53.94763003	0.9520301595
chr3	1588720	53.707958	0.9530012169
chr3	1588788	6.721702689	0.956653358
chr3	1588825	8.818080732	0.956902061
chr3	1588871	8.617409065	0.9573076927
chr3	1589108	8.552339328	0.9593500187
chr3	1589875	7.74723916	0.9659096629
chr3	1589947	8.107068321	0.9664674642
chr3	1590003	8.497115877	0.96692146
chr3	1590004	8.472232472	0.9669299571
chr3	1590020	8.498257657	0.9670655128
chr3	1590035	8.401356854	0.9671929867
chr3	1590118	8.698528609	0.9678902993
chr3	1590617	8.515864992	0.9722308651
chr3	1590736	4.60566737	0.973244253
chr3	1590758	4.23918083	0.9733455777
chr3	1591493	4.350941748	0.9764613756
chr3	1591527	4.407339789	0.9766093076
chr3	1591539	4.960745292	0.9766621957
chr3	1598347	4.177134199	1.01043495
chr3	1598594	4.129922721	1.011466702
chr3	1600162	3.11562941	1.017942421
chr3	1600266	3.050365009	1.018266446
chr3	1600274	2.666064223	1.018290849
chr3	1600287	2.542274912	1.018325508
chr3	1601763	3.377560434	1.022077906
chr3	1602020	3.960401556	1.022945939
chr3	1602036	4.101865157	1.023009305
chr3	1602826	3.850053912	1.026249779
chr3	1604390	4.061338903	1.032271263
chr3	1606417	3.122539787	1.040503597
chr3	1643568	3.135838392	1.156509072
chr3	1644500	3.048569224	1.159431674
chr3	1647664	6.105659057	1.169077347
chr3	1648743	6.048863235	1.175665353
chr3	1648988	3.023048704	1.177147324
chr3	1651127	3.170681309	1.183613626
chr3	1658675	3.436403974	1.207545928
chr3	1658682	4.243883414	1.207569983
chr3	1658726	3.987571763	1.207756714
chr3	1658851	4.099582568	1.20825516
chr3	1658861	3.966568489	1.208296156
chr3	1658923	5.067772018	1.208542083
chr3	1662561	2.394153843	1.226978638
chr3	1662893	2.328341768	1.227773497
chr3	1666796	2.43952633	1.236861015
chr3	1668102	3.870657025	1.240047036
chr3	1668118	3.751094813	1.240108967
chr3	1668154	4.021234964	1.240244006
chr3	1668467	6.095124326	1.241502653
chr3	1668924	6.853448332	1.244288125
chr3	1669428	8.582179252	1.247742263
chr3	1682984	6.581977231	1.364082285
chr3	1683043	6.459897277	1.364470621
chr3	1690182	4.677877639	1.410587828
chr3	1691290	4.502345131	1.415770916
chr3	1691556	5.551764418	1.41696854
chr3	1691579	5.481390088	1.417096231
chr3	1691589	6.209736154	1.417151045
chr3	1691615	6.071848826	1.417312498
chr3	1694379	6.014234561	1.434095088
chr3	1694380	6.330482234	1.434101102
chr3	1694429	3.30989389	1.434411296
chr3	1694617	3.08639906	1.435033556
chr3	1694637	2.578185664	1.435095284
chr3	1694652	3.22833228	1.435133957
chr3	1694653	3.674867496	1.435137185
chr3	1695273	4.521772093	1.437415603
chr3	1714326	6.737708302	1.523568926
chr3	1714380	6.904231945	1.523932763
chr3	1714423	7.448982504	1.524229645
chr3	1720383	8.231485112	1.56862558
chr3	1720643	8.173855524	1.570765767
chr3	1720685	8.350243183	1.571109068
chr3	1721989	8.203775706	1.581997786
chr3	1723385	8.326363785	1.593450256
chr3	1723414	8.357935595	1.593691721
chr3	1724215	8.223436889	1.600386427
chr3	1724259	8.10084881	1.600748259
chr3	1724299	7.306530995	1.601072293
chr3	1724330	6.291537724	1.601298795
chr3	1725300	4.699784486	1.607401587
chr3	1725301	3.62499194	1.607406286
chr3	1726193	1.117420649	1.610639779
chr3	1726216	1.218799257	1.61066548
chr3	1726883	1.318169368	1.611478419
chr3	1727188	1.352560118	1.611880461
chr3	1727223	1.486456456	1.6119278
chr3	1727310	1.620815327	1.612057122
chr3	1727326	2.433571246	1.612083055
chr3	1727725	2.551685501	1.61305405
chr3	1729608	2.698690435	1.617858874
chr3	1735456	2.898440058	1.633640815
chr3	1735491	7.377388455	1.633742261
chr3	1735675	7.43453446	1.6350997
chr3	1738483	8.137316279	1.655975873
chr3	1738488	8.611860156	1.65601656
chr3	1738499	5.979856123	1.65611129
chr3	1740089	6.086085581	1.665619261
chr3	1740880	6.321038278	1.670433355
chr3	1753255	6.547946321	1.748656204
chr3	1753268	6.62834808	1.748741327
chr3	1753298	6.264373735	1.748940177
chr3	1753960	6.3295318	1.753087193
chr3	1754003	6.412046649	1.753359363
chr3	1754173	6.386142623	1.754449411
chr3	1755472	7.138558349	1.76274501
chr3	1755512	7.494836829	1.763030552
chr3	1755653	9.171277166	1.764087324
chr3	1756065	9.096836218	1.76786589
chr3	1756139	9.352544295	1.768539056
chr3	1756701	9.401233873	1.773795186
chr3	1756842	9.129775786	1.77512076
chr3	1756860	8.575831891	1.775285096
chr3	1757127	8.405644348	1.777574843
chr3	1757143	8.426766829	1.777709334
chr3	1757812	8.219332539	1.783346841
chr3	1757853	8.288895117	1.783683833
chr3	1757890	8.415156816	1.783990522
chr3	1757931	6.831853585	1.784335544
chr3	1758088	7.245104278	1.785408145
chr3	1759618	7.289280163	1.796493154
chr3	1760936	7.009110067	1.806100426
chr3	1765733	6.907731459	1.839723127
chr3	1771806	6.652023383	1.88167378
chr3	1775709	6.676696071	1.907636627
chr3	1775758	6.530029466	1.907963785
chr3	1798269	6.430714219	2.054961278
chr3	1802554	5.926723703	2.082516889
chr3	1802630	4.892835079	2.08296732
chr3	1802639	4.767925975	2.083011355
chr3	1803083	5.411333739	2.085128315
chr3	1803095	5.246488271	2.085193251
chr3	1807769	5.270989992	2.109715337
chr3	1807812	5.190421686	2.109941989
chr3	1807820	5.113891954	2.109983513
chr3	1812551	5.991309785	2.134177335
chr3	1815239	5.859647384	2.150281976
chr3	1815288	5.655811207	2.150569099
chr3	1815309	5.339841616	2.150687871
chr3	1815375	5.217797684	2.1510403
chr3	1815444	3.127438984	2.151400329
chr3	1815514	3.368382696	2.151619249
chr3	1815536	2.964422463	2.151693354
chr3	1816013	8.525955712	2.153107383
chr3	1816692	9.457528044	2.158896507
chr3	1816734	5.241437894	2.159293723
chr3	1836778	5.04850852	2.264353104
chr3	1836846	4.66192884	2.264696403
chr3	1836929	6.251243215	2.265083343
chr3	1837279	5.882740392	2.267271278
chr3	1838794	5.701481753	2.27618363
chr3	1838816	2.841093999	2.276309063
chr3	1838976	2.807226854	2.276763638
chr3	1838981	5.797669722	2.276777674
chr3	1839002	6.889866679	2.276899425
chr3	1839272	7.567936975	2.278759689
chr3	1842670	8.191043914	2.304475539
chr3	1843621	7.295055875	2.312265221
chr3	1843678	7.260665126	2.31268104
chr3	1843696	3.356007777	2.312811732
chr3	1843702	3.964849486	2.312831868
chr3	1846368	3.829660904	2.323402156
chr3	1846377	2.425051438	2.323436623
chr3	1849777	2.439871203	2.331681798
chr3	1849819	2.324481164	2.331784273
chr3	1850282	3.2683681	2.332860508
chr3	1850305	8.564490339	2.33293568
chr3	1850443	8.653486224	2.33411758
chr3	1850861	8.658983872	2.337734737
chr3	1850887	8.857906591	2.33795987
chr3	1850902	8.865240624	2.338092739
chr3	1850909	9.758381044	2.338154796
chr3	1850946	9.857441482	2.338515856
chr3	1850982	4.612498777	2.338870724
chr3	1851213	5.639573329	2.339936211
chr3	1851700	5.792110611	2.342682683
chr3	1851769	5.825616611	2.343082339
chr3	1853115	5.983041687	2.350923619
chr3	1854456	6.108101326	2.358946878
chr3	1855239	5.259075872	2.363729521
chr3	1855296	4.345882702	2.364029288
chr3	1855311	3.561340912	2.364094477
chr3	1855911	3.596049278	2.366231281
chr3	1873183	5.008167163	2.428342244
chr3	1875478	5.137154032	2.439835988
chr3	1875483	4.819215979	2.439861674
chr3	1875510	4.660417088	2.439991792
chr3	1876020	2.924414635	2.442368605
chr3	1876041	2.95583149	2.442430018
chr3	1877355	2.448288763	2.44631398
chr3	1877427	2.435025134	2.446490257
chr3	1877513	2.47137851	2.446699669
chr3	1892261	2.512015044	2.48314756
chr3	1893143	2.56154007	2.485363157
chr3	1894031	2.613404014	2.487637805
chr3	1894097	2.570820283	2.487810289
chr3	1897261	2.624936622	2.495944365
chr3	1898565	2.680034661	2.499367282
chr3	1898585	2.589251311	2.499420883
chr3	1900759	2.757524262	2.505049915
chr3	1931485	2.591199513	2.589777605
chr3	1931663	9.109005443	2.590238839
chr3	1932145	9.035790442	2.59462938
chr3	1932177	8.813506536	2.594918525
chr3	1932271	2.224397261	2.595746995
chr3	1932409	2.175197629	2.596053961
chr3	1932441	2.427924126	2.596123568
chr3	1936953	2.381615278	2.607078361
chr3	1936982	2.339137349	2.607147428
chr3	1937346	2.737022965	2.607998874
chr3	1938061	3.286341275	2.609955846
chr3	1938082	4.451504773	2.610024859
chr3	1938175	5.009546066	2.610438849
chr3	1938259	5.784135865	2.610859651
chr3	1938343	5.775423656	2.611345518
chr3	1943337	11.07712694	2.640187984
chr3	1943431	10.30253714	2.641229234
chr3	1944293	10.6312396	2.650110021
chr3	1944816	6.395665681	2.655670159
chr3	1944882	3.271064508	2.656092273
chr3	1944929	3.271525809	2.656246013
chr3	1945354	2.164166206	2.657636411
chr3	1945415	2.283040377	2.657768426
chr3	1948564	2.342013739	2.66495772
chr3	1950477	2.481490063	2.669437992
chr3	1950855	2.51220805	2.670375995
chr3	1955080	2.140818559	2.680990074
chr3	1955267	2.261472048	2.681390407
chr3	1955727	2.322913675	2.682430684
chr3	1956068	2.449168077	2.683222798
chr3	1960962	2.753750944	2.695209027
chr3	1971275	2.515380911	2.72360846
chr3	1971290	2.314390994	2.723646191
chr3	1971335	2.108841438	2.723750338
chr3	1971389	3.68112497	2.723864216
chr3	1971975	3.898211221	2.726021355
chr3	1972697	4.098792674	2.728835864
chr3	1972864	4.35363863	2.729520362
chr3	1973937	2.771240057	2.734191816
chr3	1974035	2.861632439	2.734463398
chr3	1974082	2.830154653	2.734597894
chr3	1974120	3.166867619	2.73470544
chr3	1977962	3.670310373	2.746872546
chr3	1977964	3.639057762	2.746879886
chr3	1979116	3.520183591	2.751072081
chr3	1979200	3.380707268	2.751367776
chr3	1979215	3.487993587	2.751418487
chr3	1980319	4.03229702	2.755269232
chr3	1987268	3.727714154	2.783289664
chr3	1987678	3.83528856	2.784818027
chr3	1987714	3.849644508	2.784956097
chr3	1987733	4.037931317	2.78502924
chr3	1987799	3.911676915	2.785295744
chr3	1988390	4.069158673	2.787607545
chr3	1988458	4.31895889	2.787884248
chr3	1988471	4.198305402	2.787940394
chr3	1988584	4.084002453	2.788414802
chr3	1988586	4.228882112	2.788422971
chr3	1988859	4.394346789	2.789577455
chr3	1989015	5.404508034	2.790262973
chr3	1989057	5.602471094	2.790489963
chr3	1989081	15.38849376	2.790624422
chr3	1989238	16.56771355	2.793040416
chr3	1989376	17.04092149	2.79532676
chr3	1989467	18.53712376	2.796877484
chr3	1989558	10.13842682	2.798564362
chr3	1990083	10.93684288	2.803887036
chr3	1993197	11.29282106	2.837944365
chr3	1993234	12.00051341	2.838362199
chr3	1993248	12.37340885	2.838530207
chr3	1993293	11.22776192	2.83908701
chr3	1994686	12.49351999	2.854727282
chr3	1995945	11.33027486	2.870456624
chr3	1997842	10.85706692	2.891950155
chr3	1998478	10.07892741	2.89885525
chr3	1998715	11.80232221	2.901243956
chr3	1999043	11.68048361	2.905115117
chr3	1999839	11.73159625	2.914412782
chr3	2000376	12.29920009	2.92071265
chr3	2001326	12.43494674	2.93239689
chr3	2001540	12.60630473	2.935057968
chr3	2003102	15.42613592	2.954749016
chr3	2004451	14.26198278	2.975558874
chr3	2004519	11.61752412	2.976528688
chr3	2008861	11.85591617	3.026971978
chr3	2009010	12.1635049	3.02873851
chr3	2009037	12.39932892	3.029066924
chr3	2009294	12.20136586	3.032253552
chr3	2009443	11.9805835	3.034071555
chr3	2009606	11.93403969	3.03602439
chr3	2009717	11.58050105	3.037349069
chr3	2009735	11.62569456	3.037557518
chr3	2009983	11.6420728	3.04044069
chr3	2010002	11.16716997	3.040661889
chr3	2010014	11.59018335	3.040795896
chr3	2011126	11.63050278	3.053684179
chr3	2011135	11.64533441	3.053788854
chr3	2012473	11.73747189	3.069370311
chr3	2012475	11.78679266	3.069393786
chr3	2012732	11.58132654	3.072422992
chr3	2012846	12.79450175	3.073743263
chr3	2012871	13.09353181	3.074063126
chr3	2012949	20.83921493	3.075084421
chr3	2012959	21.17612339	3.075292813
chr3	2013162	21.05697295	3.079591566
chr3	2013721	16.89596893	3.091362414
chr3	2013745	17.25449573	3.091767918
chr3	2013829	17.73528872	3.093217295
chr3	2013922	17.75682363	3.094866677
chr3	2014018	19.2383065	3.096571332
chr3	2014400	25.07461004	3.103920365
chr3	2014419	22.19161986	3.104396783
chr3	2014734	24.14682383	3.111387143
chr3	2015020	23.65402436	3.118293135
chr3	2015428	27.6543489	3.127943977
chr3	2015429	26.10337002	3.127971631
chr3	2015503	26.19757748	3.12990328
chr3	2016241	26.69395526	3.149237093
chr3	2016247	25.24173308	3.149397256
chr3	2016269	25.97188059	3.149952574
chr3	2016496	24.00156255	3.155848191
chr3	2016556	24.14558302	3.157288285
chr3	2016835	25.55480119	3.164024903
chr3	2017089	27.15035429	3.170515822
chr3	2017116	27.70148628	3.171248882
chr3	2017299	26.7134922	3.176318254
chr3	2018639	26.81242531	3.212114333
chr3	2020783	25.18087972	3.269600173
chr3	2020792	28.30389961	3.269826801
chr3	2020930	28.87623922	3.273732739
chr3	2021076	32.00362286	3.27794867
chr3	2021355	32.45177078	3.286877681
chr3	2021836	32.77390401	3.302486983
chr3	2024186	31.75198427	3.379505657
chr3	2024190	31.18781325	3.379632665
chr3	2024242	30.64694941	3.381254431
chr3	2024276	30.08952929	3.382296428
chr3	2024280	27.80999004	3.382416786
chr3	2024385	23.36856806	3.385336835
chr3	2024635	23.0958321	3.391178977
chr3	2024639	23.17709789	3.39127136
chr3	2024850	17.91989792	3.396161728
chr3	2024853	16.45060441	3.396215487
chr3	2024919	6.128115002	3.397301227
chr3	2025666	5.88972295	3.401878929
chr3	2025954	5.437813368	3.403575169
chr3	2025969	4.644896637	3.403656737
chr3	2026025	2.877584718	3.403916851
chr3	2026049	2.987183862	3.403985913
chr3	2026082	3.260349291	3.40408449
chr3	2026089	3.362524365	3.404107312
chr3	2026919	3.500001677	3.406898208
chr3	2027007	3.573946423	3.407206208
chr3	2028570	3.521617348	3.412792286
chr3	2028603	3.617924079	3.412908499
chr3	2028634	3.670081069	3.413020655
chr3	2081185	3.232856339	3.605887085
chr3	2081194	3.160208257	3.605916181
chr3	2081209	3.169151698	3.605963584
chr3	2081273	2.993249441	3.60616641
chr3	2081307	2.975906827	3.60626818
chr3	2082044	2.87284769	3.608461424
chr3	2083310	2.802913529	3.612098449
chr3	2088406	2.811135665	3.626382096
chr3	2088676	2.82440964	3.627141103
chr3	2088740	2.656274182	3.627321865
chr3	2089025	2.665151983	3.628078903
chr3	2089066	2.694749524	3.628188174
chr3	2090653	2.817566356	3.632464742
chr3	2090709	2.830635252	3.632622526
chr3	2090784	2.887411352	3.632834823
chr3	2090799	2.900782306	3.632878134
chr3	2093681	3.100816537	3.641238189
chr3	2093702	3.034505663	3.641303306
chr3	2094191	3.260057173	3.642787179
chr3	2097407	3.388130679	3.653271523
chr3	2098217	3.333685591	3.656015909
chr3	2098380	3.231754897	3.6565593
chr3	2098398	3.800604239	3.656617471
chr3	2098412	3.701135025	3.65667068
chr3	2098425	4.278274562	3.656718795
chr3	2105444	3.180733283	3.686748004
chr3	2105605	3.227509296	3.687260102
chr3	2105905	3.228542066	3.688228355
chr3	2105957	3.275511119	3.688396239
chr3	2106064	3.37382601	3.688746719
chr3	2106067	3.080650412	3.68875684
chr3	2106081	3.132999927	3.688799969
chr3	2106108	4.043808037	3.68888456
chr3	2106144	4.719283985	3.689030137
chr3	2106177	5.05469075	3.689185874
chr3	2106375	5.14608571	3.690186702
chr3	2110465	5.245117399	3.711234193
chr3	2110486	5.469775185	3.71134434
chr3	2110487	4.755300235	3.71134981
chr3	2129088	4.580693434	3.79980315
chr3	2131410	4.455495755	3.81043952
chr3	2131511	4.416566047	3.810889525
chr3	2131934	4.483131553	3.812757733
chr3	2131939	4.608038738	3.812780148
chr3	2133251	4.621642827	3.818825895
chr3	2133323	4.260272131	3.819158653
chr3	2161345	4.177322618	3.938539999
chr3	2161532	4.091222909	3.939321158
chr3	2161806	3.953456024	3.940442153
chr3	2191186	3.726736884	4.056594691
chr3	2191197	3.516242902	4.056635685
chr3	2191251	2.960053154	4.056825563
chr3	2191372	23.8114283	4.057183729
chr3	2191854	24.56086956	4.068660837
chr3	2191858	40.71511	4.068759081
chr3	2191886	40.62170193	4.069899104
chr3	2191896	32.97632323	4.070305321
chr3	2191926	32.8628819	4.071294611
chr3	2192037	12.59282756	4.074942391
chr3	2192069	8.536166501	4.075345361
chr3	2192118	13.49475238	4.075763633
chr3	2192150	14.5217143	4.076195465
chr3	2194438	11.14546686	4.109421148
chr3	2196051	9.099898676	4.127398786
chr3	2196662	8.233697932	4.132958824
chr3	2196886	12.87732645	4.134803172
chr3	2196887	11.80021897	4.134816049
chr3	2196931	10.96785279	4.135335259
chr3	2196968	10.50903932	4.13574107
chr3	2196984	9.685739189	4.135909214
chr3	2197055	11.54007856	4.136596902
chr3	2197593	26.15842627	4.142805464
chr3	2197791	7.373898598	4.147984832
chr3	2197893	8.578898117	4.14873697
chr3	2197968	7.89408129	4.149380387
chr3	2198040	9.647092609	4.149948761
chr3	2201517	8.571897107	4.183491702
chr3	2201611	14.23923801	4.184297461
chr3	2202327	8.644016724	4.194492755
chr3	2203062	9.742804009	4.200846107
chr3	2203078	10.84643443	4.201001992
chr3	2203109	6.818664069	4.201338232
chr3	2203534	5.674710404	4.204236164
chr3	2203595	5.76752336	4.204582321
chr3	2203609	6.182757444	4.204663067
chr3	2206708	3.669054707	4.223823432
chr3	2206734	3.84727342	4.223918827
chr3	2208672	3.127126298	4.231374843
chr3	2208930	2.865151798	4.232181642
chr3	2209180	2.510214398	4.23289793
chr3	2213233	2.629758992	4.243071829
chr3	2213257	1.951254984	4.243134943
chr3	2213322	2.309000115	4.243261774
chr3	2213352	2.544210004	4.243331044
chr3	2213355	2.70209518	4.243338677
chr3	2213365	2.817377573	4.243365698
chr3	2213476	2.975925081	4.243678427
chr3	2213511	3.092255252	4.243782584
chr3	2213904	3.253632027	4.244997841
chr3	2220491	3.551602984	4.266429515
chr3	2238729	3.232341033	4.33120365
chr3	2238744	3.073793525	4.331252135
chr3	2246735	3.048092706	4.355814819
chr3	2246745	2.481265995	4.3558453
chr3	2246759	10.04314621	4.355880038
chr3	2247261	2.062711068	4.360921697
chr3	2247263	6.641252426	4.360925823
chr3	2247949	6.524922254	4.365481722
chr3	2248044	6.438643564	4.366101589
chr3	2248048	66.992939	4.366127344
chr3	2248114	22.11084349	4.370548878
chr3	2248116	24.99762051	4.3705931
chr3	2248369	10.30059889	4.376917498
chr3	2248397	10.55370594	4.377205914
chr3	2248433	11.22599633	4.377585848
chr3	2248587	42.21099969	4.379314651
chr3	2248611	43.12998126	4.380327715
chr3	2248639	35.72702123	4.381535355
chr3	2248660	35.98437194	4.382285622
chr3	2248768	15.01934561	4.386171934
chr3	2248877	16.88247193	4.387809043
chr3	2248906	17.61272684	4.388298635
chr3	2249088	11.85555156	4.391504151
chr3	2251002	13.03731511	4.414195677
chr3	2252969	15.50952838	4.439840075
chr3	2254001	15.26963283	4.455845909
chr3	2254392	16.1644823	4.461816335
chr3	2255651	16.85619053	4.482167418
chr3	2258184	18.3266436	4.524864149
chr3	2258421	19.01665022	4.529207564
chr3	2261246	19.28323116	4.5829296
chr3	2262808	20.28037251	4.613050008
chr3	2264066	18.74997244	4.638562716
chr3	2264225	16.11303184	4.641543962
chr3	2264227	15.86230367	4.641576188
chr3	2264453	15.53796294	4.645161068
chr3	2268639	16.34425871	4.710202981
chr3	2268788	17.17558854	4.712638276
chr3	2268839	17.73355211	4.713514231
chr3	2269072	17.9765243	4.717646149
chr3	2269098	17.77631549	4.718113538
chr3	2272510	17.27555566	4.778766327
chr3	2272624	19.44352683	4.78073574
chr3	2272649	20.98081709	4.781221828
chr3	2272877	21.6606402	4.786005454
chr3	2272940	20.91710827	4.787370075
chr3	2273499	22.06839544	4.799062738
chr3	2273607	21.76003983	4.801446125
chr3	2273824	21.50389032	4.806168054
chr3	2274070	23.16633379	4.811458011
chr3	2274072	23.32884677	4.811504343
chr3	2274151	30.63455743	4.813347322
chr3	2274171	30.29795419	4.813960013
chr3	2274178	34.58492951	4.814172099
chr3	2275207	30.79119993	4.849759991
chr3	2275243	34.06154967	4.850868475
chr3	2275255	35.98981169	4.851277213
chr3	2275276	35.93824084	4.852032999
chr3	2275281	42.2215902	4.852212691
chr3	2276019	41.66362662	4.883372224
chr3	2276047	35.20423952	4.884538806
chr3	2276054	34.68062483	4.884785235
chr3	2276214	30.052547	4.890334135
chr3	2276274	62.79298866	4.892137288
chr3	2276337	62.80166186	4.896093246
chr3	2276338	62.61911477	4.896156048
chr3	2276411	67.82800778	4.900727243
chr3	2276444	66.17914375	4.902965568
chr3	2276447	40.27594402	4.903164105
chr3	2276468	38.16651334	4.9040099
chr3	2276484	43.88933141	4.904620564
chr3	2276491	45.85317656	4.904927789
chr3	2276511	45.70877334	4.905844853
chr3	2276539	55.40706376	4.907124699
chr3	2276592	59.80910958	4.910061273
chr3	2276601	64.91871984	4.910599555
chr3	2276787	66.52762228	4.922674437
chr3	2276812	69.52725645	4.924337627
chr3	2276900	71.28761601	4.930456026
chr3	2277108	66.60772086	4.94528385
chr3	2277342	66.83591961	4.960870057
chr3	2277346	75.59258937	4.961137401
chr3	2280826	74.64639702	5.224199612
chr3	2281119	71.09463478	5.246071006
chr3	2281180	72.33901653	5.250407779
chr3	2281398	71.505438	5.266177684
chr3	2281841	62.59594441	5.297854593
chr3	2281844	60.17970464	5.298042381
chr3	2281887	56.98084618	5.300630108
chr3	2282544	57.07080602	5.338066524
chr3	2282600	53.28650818	5.341262489
chr3	2282615	55.63341997	5.342061787
chr3	2282643	54.00825525	5.343619523
