Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr1	2023076	0.5583659012	0.8240975225
chr1	2023421	0.554427201	0.8242901587
chr1	2024036	0.5170882407	0.8246311315
chr1	2024520	0.4966260907	0.8248814022
chr1	2030278	0.4547553942	0.8277409752
chr1	2032264	0.4926910719	0.8286441194
chr1	2034127	0.5180951959	0.8295620029
chr1	2034176	0.5372402161	0.8295873895
chr1	2035373	0.5564936526	0.8302304661
chr1	2096216	0.5432235773	0.8640892094
chr1	2097148	0.4940209391	0.8645954938
chr1	2097185	0.4909781352	0.8646137725
chr1	2101558	0.5853005928	0.8667608199
chr1	2101581	0.6310782037	0.8667742818
chr1	2145757	0.5894382888	0.8946527926
chr1	2146751	0.5662426831	0.8952386942
chr1	2146849	0.3888894481	0.895294186
chr1	2146902	0.4932109017	0.8953147971
chr1	2148765	0.6304739239	0.8962336491
chr1	2148814	0.6819789838	0.8962645423
chr1	2150786	0.7685764095	0.8976094048
chr1	2155332	0.7764168727	0.9011033532
chr1	2157335	0.7598630963	0.9026585162
chr1	2231872	0.7868127279	0.9592964318
chr1	2238800	0.8338546804	0.9647474704
chr1	2239228	0.8265957819	0.9651043602
chr1	2239280	0.8076266603	0.9651473432
chr1	2239290	0.7605732522	0.9651554194
chr1	2239308	0.7520721532	0.9651691097
chr1	2239332	0.7255623399	0.9651871595
chr1	2239350	0.7788138659	0.9652002196
chr1	2239413	0.8680480945	0.9652492849
chr1	2239535	0.909836369	0.9653551867
chr1	2239536	8.540912278	0.9653560966
chr1	2240055	1.007046494	0.9697888301
chr1	2280085	0.9775614119	1.010100901
chr1	2360466	0.8405327557	1.088678265
chr1	2361114	0.7486903599	1.08922293
chr1	2361199	0.7368237463	1.089286569
chr1	2377289	0.6201039395	1.101142063
chr1	2377301	0.571774815	1.101149504
chr1	2377523	0.5374350063	1.101276438
chr1	2377575	0.4511645602	1.101304385
chr1	2377585	0.4138292131	1.101308897
chr1	2377603	0.4239595709	1.101316345
chr1	2377645	0.45149363	1.101334152
chr1	2377830	0.4066184529	1.101417678
chr1	2377873	0.4792018417	1.101435163
chr1	2377909	0.50151739	1.101452414
chr1	2378052	0.5505184412	1.101524131
chr1	2378350	0.7972566519	1.101688185
chr1	2378831	1.102454398	1.102071666
chr1	2450839	1.058688316	1.181457202
chr1	2462132	1.011817728	1.193412969
chr1	2518335	0.815721298	1.250280161
chr1	2518356	0.9262606833	1.250297291
chr1	2518420	0.8983776169	1.250356572
chr1	2519075	1.002006467	1.250945009
chr1	2553864	0.935006409	1.285803812
chr1	2553881	0.7976831705	1.285819707
chr1	2553927	5.710802868	1.285856401
chr1	2554654	5.728946894	1.290008154
chr1	2554701	0.6554176137	1.290277415
chr1	2555623	0.5006153796	1.29088171
chr1	2555631	0.4784043408	1.290885715
chr1	2555668	0.473794658	1.290903416
chr1	2556743	0.4955026557	1.291412745
chr1	2556772	0.5976573552	1.291427115
chr1	2556780	0.6375379965	1.291431896
chr1	2556969	0.6104876189	1.291552391
chr1	2557088	0.6192608396	1.291625039
chr1	2557118	0.6570609427	1.291643617
chr1	2606554	0.7522495708	1.324126081
chr1	2606575	0.7434066071	1.324141879
chr1	2606758	1.513714968	1.324277922
chr1	2608197	2.163328147	1.326456158
chr1	2612384	1.465334605	1.335514013
chr1	2612398	1.454808047	1.335534527
chr1	2612441	7.454361252	1.335597084
chr1	2614242	6.887900484	1.349022389
chr1	2614477	1.210433462	1.350641045
chr1	2614534	1.317985426	1.35071004
chr1	2614561	1.545100845	1.350745626
chr1	2614570	1.7385963	1.350759532
chr1	2614916	1.856798445	1.351361086
chr1	2615008	1.970927659	1.351531911
chr1	2619622	1.934361358	1.360625772
chr1	2619696	1.967656071	1.360768914
chr1	2622757	1.843498415	1.36679191
chr1	2626218	2.617128325	1.373172258
chr1	2626268	2.670679554	1.373303114
chr1	2647808	2.339360242	1.430829552
chr1	2647832	2.33522494	1.430885696
chr1	2648013	2.220492151	1.431308372
chr1	2648138	2.097951151	1.431585933
chr1	2648340	2.433040464	1.43200972
chr1	2650587	2.003316065	1.437476762
chr1	2653874	1.902278869	1.444061661
chr1	2656184	1.753769262	1.448455926
chr1	2660059	1.418679948	1.455251781
chr1	2661061	1.246319449	1.456673299
chr1	2661070	1.277669534	1.456684516
chr1	2661718	1.611306888	1.457512446
chr1	2673131	1.607118942	1.475902291
chr1	2673250	1.73152215	1.476093538
chr1	2673284	1.727334887	1.47615241
chr1	2673488	1.393697532	1.476504786
chr1	2673899	1.520249632	1.477077596
chr1	2674936	1.783200771	1.478654095
chr1	2704792	1.651672379	1.531893337
chr1	2704816	1.395846424	1.531932977
chr1	2704929	1.269294324	1.532090708
chr1	2704964	1.296232124	1.532135133
chr1	2704985	2.414802314	1.532162354
chr1	2710820	2.44290347	1.546252726
chr1	2710991	1.789072024	1.546670462
chr1	2713614	1.333988971	1.551363198
chr1	2717024	1.360444757	1.5559121
chr1	2737640	1.685660397	1.583959029
chr1	2765241	2.759023393	1.630484942
chr1	2765263	2.730781373	1.630545641
chr1	2765445	3.42189571	1.631042643
chr1	2771084	2.234540497	1.650338713
chr1	2771127	4.905199493	1.650434798
chr1	2771156	19.45824042	1.650577049
chr1	2771481	19.5915866	1.656900977
chr1	2772922	26.48699526	1.685132453
chr1	2772928	28.79110625	1.685291375
chr1	2773130	28.74620996	1.691107179
chr1	2773163	25.81062115	1.692055803
chr1	2773217	25.98359074	1.693449577
chr1	2773220	26.45648599	1.693527528
chr1	2773221	9.538843854	1.693553984
chr1	2773247	9.82180022	1.693801994
chr1	2773268	10.24752785	1.694008252
chr1	2773271	10.87495475	1.694038995
chr1	2773388	11.01748203	1.695311364
chr1	2773463	11.67629961	1.696137675
chr1	2773490	4.762722733	1.696452936
chr1	2773551	4.866073393	1.696743462
chr1	2773602	5.583446022	1.696991631
chr1	2773631	5.72729421	1.697153551
chr1	2773695	5.870706366	1.697520098
chr1	2784327	6.220511431	1.759937448
chr1	2786330	6.189161346	1.772397133
chr1	2786760	6.368855446	1.775058472
chr1	2786787	6.472983179	1.775230431
chr1	2800930	5.400066075	1.866777832
chr1	2800940	4.259234086	1.866831833
chr1	2800964	3.547421418	1.866934054
chr1	2801077	6.400143896	1.867334913
chr1	2803680	7.489165157	1.883994488
chr1	2807139	6.193582292	1.90989951
chr1	2807271	6.896458768	1.910717063
chr1	2809854	11.80509835	1.928530616
chr1	2809915	12.17282114	1.929250727
chr1	2810654	5.688592931	1.938246442
chr1	2811207	4.841829394	1.941392233
chr1	2811351	4.738844639	1.942089457
chr1	2811547	4.655142146	1.94301827
chr1	2811559	4.8683177	1.943074132
chr1	2811560	5.326159797	1.943079
chr1	2818446	3.40480711	1.979754937
chr1	2820137	2.946965014	1.985512466
chr1	2820138	3.019726023	1.985515413
chr1	2820140	3.091563277	1.985521452
chr1	2820544	3.18864338	1.986770444
chr1	2820567	3.645923474	1.986843782
chr1	2820594	3.56082556	1.986942222
chr1	2850562	3.593891253	2.093653043
chr1	2850741	4.759001814	2.094296349
chr1	2860667	4.396299151	2.141534201
chr1	2860997	4.250116235	2.14298498
chr1	2861286	3.695318706	2.144213264
chr1	2861287	3.543651842	2.144216959
chr1	2861333	3.447259892	2.144379967
chr1	2861352	3.412749702	2.144445465
chr1	2861462	3.316662013	2.144820867
chr1	2863438	3.225063691	2.151374591
chr1	2863441	3.133414062	2.151384267
chr1	2863448	3.056359935	2.151406201
chr1	2865006	3.065918814	2.156168009
chr1	2865368	2.797448747	2.157277872
chr1	2865457	18.16652506	2.157526845
chr1	2865483	18.11239586	2.157999175
chr1	2865537	18.27169494	2.158977244
chr1	2865709	2.493126666	2.162119975
chr1	2865737	2.559926783	2.162189783
chr1	2872904	2.334755513	2.180536778
chr1	2872916	2.25970273	2.180564795
chr1	2873918	3.514388167	2.182829017
chr1	2873927	3.367197023	2.182860647
chr1	2873939	3.231054243	2.182901053
chr1	2874108	3.158293234	2.183447101
chr1	2874804	3.436229888	2.185645274
chr1	2879563	4.958291259	2.201998292
chr1	2880027	5.595776919	2.204298939
chr1	2885821	5.615325172	2.23672087
chr1	2886016	4.398244229	2.237815859
chr1	2886031	4.048470321	2.237881832
chr1	2886106	3.44830042	2.238185468
chr1	2886187	2.059863834	2.23846478
chr1	2886273	2.157804018	2.238641928
chr1	2886344	2.211443773	2.238795132
chr1	2886437	8.971529643	2.239000797
chr1	2886454	8.510152165	2.239153313
chr1	2886755	17.21497447	2.241714868
chr1	2886762	23.04125291	2.241835373
chr1	2887215	14.72014705	2.252273061
chr1	2887436	8.89386862	2.255526213
chr1	2887474	5.107068559	2.25586418
chr1	2887498	5.259846062	2.25598675
chr1	2887520	5.279581369	2.256102467
chr1	2887792	2.688807139	2.257538513
chr1	2914716	2.708741005	2.329931956
chr1	2914762	2.506461546	2.330056558
chr1	2914773	2.475785664	2.330084129
chr1	2914847	58.57452371	2.330267337
chr1	2914859	58.98086805	2.330970232
chr1	2914917	2.662020236	2.334391122
chr1	2914955	3.092909044	2.334492279
chr1	2915052	3.013687925	2.334792291
chr1	2915167	3.218304634	2.335138865
chr1	2924523	2.965234326	2.365249323
chr1	2924802	2.91221166	2.366076624
chr1	2926115	2.864178416	2.369900357
chr1	2926149	2.818417511	2.36999774
chr1	2926164	2.7168577	2.370040016
chr1	2926194	2.741354201	2.370121522
chr1	2926277	2.815996965	2.370349054
chr1	2926330	2.855052837	2.370498302
chr1	2926353	3.293752943	2.370563968
chr1	2926358	3.404952287	2.370580437
chr1	2926368	3.396215894	2.370614486
chr1	2926392	3.587390621	2.370695995
chr1	2936976	5.604526809	2.408664938
chr1	2941491	5.627575047	2.433969376
chr1	2941538	18.63706724	2.434233872
chr1	2942124	12.01305997	2.445155194
chr1	2942243	19.85903732	2.446584748
chr1	2942588	16.19703946	2.453436116
chr1	2943241	16.44492951	2.464012783
chr1	2943244	4.13643407	2.464062117
chr1	2943310	4.260359542	2.464335122
chr1	2945976	4.00718191	2.475693241
chr1	2946006	4.088646346	2.475813456
chr1	2950641	4.393366621	2.494764332
chr1	2950663	5.236315077	2.494860986
chr1	2950765	5.558283334	2.49539509
chr1	2954737	5.261823145	2.517472591
chr1	2962628	6.11873247	2.558993638
chr1	2962881	6.1787724	2.560541677
chr1	2964100	6.205960866	2.568073601
chr1	2964107	6.369842224	2.568117042
chr1	2964130	6.078247091	2.568263549
chr1	2964134	6.222552683	2.568287862
chr1	2964169	6.336793909	2.568505651
chr1	2967799	5.635579284	2.591508213
chr1	2967829	6.134450274	2.59167728
chr1	2992496	6.153150387	2.742995765
chr1	2992598	5.904489615	2.743623387
chr1	2992655	5.853950211	2.743959943
chr1	2992895	5.961941895	2.745364891
chr1	2992986	5.733559285	2.745907427
chr1	2993242	5.716821601	2.747375219
chr1	2993243	5.751329037	2.747380935
chr1	2993258	7.3048835	2.747467205
chr1	2993404	7.204634114	2.748533718
chr1	2993468	7.126446162	2.748994815
chr1	2994106	7.005329562	2.753541487
chr1	2994120	6.930647891	2.753639562
chr1	2994210	6.849183455	2.75426332
chr1	2995220	6.926712263	2.761180996
chr1	2995238	7.003033296	2.761305677
chr1	2995559	6.936001706	2.76355365
chr1	2995714	5.2622595	2.76462873
chr1	2995726	5.369503682	2.764691878
chr1	2995804	5.475662676	2.765110699
chr1	2995873	5.54762763	2.76548852
chr1	2998272	5.40705326	2.778797278
chr1	3023641	5.272142766	2.915968812
chr1	3023836	5.231843603	2.91699688
chr1	3024301	5.163106196	2.919429688
chr1	3026861	5.145133271	2.932647239
chr1	3026876	4.711218741	2.932724416
chr1	3028286	4.824361243	2.939367235
chr1	3028307	4.78584285	2.939468546
chr1	3028379	4.592042885	2.939813127
chr1	3043044	4.652005805	3.007155436
chr1	3043067	4.678158821	3.007262432
chr1	3043092	4.458597026	3.007379386
chr1	3043100	4.425019616	3.007415055
chr1	3043104	4.332467708	3.007432755
chr1	3043158	3.925914547	3.007666708
chr1	3043181	3.550585628	3.007757004
chr1	3043261	3.744303971	3.008041051
chr1	3043426	3.760819491	3.008658861
chr1	3045072	3.759844234	3.01484917
chr1	3045871	4.72212605	3.017853286
chr1	3045952	4.905151546	3.018235778
chr1	3046422	5.023580057	3.020541199
chr1	3049864	5.172080159	3.037832362
chr1	3050136	5.164121547	3.039239167
chr1	3050288	5.337399674	3.040024114
chr1	3050320	4.541650914	3.040194911
chr1	3050440	4.813879871	3.040739909
chr1	3086499	5.237627795	3.214323603
chr1	3086545	40.68198999	3.214564534
chr1	3086655	5.096735527	3.219039553
chr1	3086700	5.071519311	3.219268906
chr1	3086704	5.18748505	3.219289192
chr1	3095508	5.185660701	3.26495981
chr1	3095568	4.981413066	3.26527095
chr1	3095658	5.374684402	3.265719277
chr1	3096311	5.308965325	3.269228946
chr1	3096312	5.25241092	3.269234255
chr1	3096710	5.511082394	3.271324715
chr1	3096760	6.472710355	3.271600269
chr1	3097934	6.361038985	3.279199231
chr1	3102374	6.289300813	3.307442244
chr1	3107042	6.983327805	3.3368007
chr1	3107055	6.948902048	3.336891483
chr1	3107444	6.973531912	3.339594606
chr1	3108533	6.103954173	3.347188782
chr1	3108565	5.756827537	3.347384109
chr1	3108584	5.858712405	3.347493489
chr1	3108618	5.527551023	3.347692685
chr1	3108684	5.467671309	3.348057503
chr1	3108734	5.608561462	3.348330887
chr1	3108760	7.306478585	3.348476709
chr1	3108776	7.376603259	3.348593613
chr1	3110473	7.449413428	3.361111709
chr1	3111124	7.096767222	3.365961277
chr1	3111170	6.846038601	3.366287728
chr1	3111191	6.806116292	3.366431495
chr1	3111679	44.68814431	3.36975288
chr1	3111701	48.11469717	3.370736019
chr1	3111713	48.0350484	3.371313395
chr1	3111782	13.54638599	3.374627814
chr1	3111785	12.71844763	3.374668453
chr1	3111880	12.74409494	3.375876705
chr1	3113040	12.51817665	3.390659856
chr1	3113834	10.48844446	3.400599288
chr1	3113836	4.778839143	3.400620265
chr1	3113884	8.211454233	3.400849649
chr1	3113908	8.089027693	3.401046724
chr1	3114027	8.169854063	3.402009318
chr1	3114364	8.404597271	3.404762559
chr1	3114790	8.381931376	3.408342917
chr1	3114834	8.347524457	3.408711722
chr1	3114912	8.46789994	3.409362829
chr1	3115028	5.575323634	3.410345106
chr1	3115443	5.655342211	3.412658865
chr1	3155745	5.57207613	3.640580467
chr1	3155807	5.542885403	3.640925936
chr1	3162977	5.460987727	3.680668424
chr1	3164028	4.537526562	3.686407922
chr1	3164131	3.898395679	3.686875287
chr1	3164187	3.639123433	3.687093597
chr1	3164518	2.468179372	3.688298147
chr1	3164613	5.666990099	3.688532624
chr1	3164627	5.511958285	3.688611962
chr1	3164757	5.547464137	3.689328517
chr1	3164774	5.324556705	3.689422824
chr1	3164775	5.254432031	3.689428148
chr1	3164805	5.184364912	3.689585781
chr1	3164936	5.026000311	3.690264933
chr1	3165243	5.115085865	3.691807915
chr1	3165638	10.49871949	3.693828374
chr1	3165652	12.98358061	3.693975356
chr1	3165684	12.90756164	3.694390831
chr1	3165826	13.89496714	3.696223704
chr1	3166752	15.3729259	3.709090444
chr1	3166770	12.14054385	3.709367157
chr1	3167245	4.939992906	3.715133915
chr1	3167335	5.207514864	3.715578514
chr1	3169803	3.242764549	3.728430661
chr1	3185113	3.740296336	3.778077386
chr1	3186116	4.873312953	3.781828903
chr1	3194107	5.356240404	3.820771547
chr1	3194257	5.833212548	3.821574983
chr1	3194739	5.53599519	3.824386592
chr1	3195558	6.645113057	3.828920572
chr1	3195658	8.714957478	3.829585083
chr1	3195680	8.821582537	3.829776812
chr1	3195685	8.852675951	3.82982092
chr1	3197607	6.800567113	3.846835763
chr1	3198357	5.344998332	3.851936189
chr1	3199283	4.290793859	3.856885657
chr1	3200276	4.402422031	3.861146415
chr1	3202490	3.967557647	3.870893378
chr1	3216829	3.124462547	3.927784187
chr1	3216836	2.946224287	3.927806058
chr1	3216910	3.381689283	3.928024079
chr1	3217380	3.487363141	3.929613473
chr1	3221246	3.411027941	3.943095619
chr1	3221324	3.475971278	3.943361679
chr1	3221398	5.064394778	3.943618901
chr1	3261810	5.038737073	4.148281222
chr1	3263889	4.946319581	4.158756757
chr1	3263983	4.445673937	4.159221711
chr1	3263996	4.089268518	4.159279505
chr1	3264056	4.049368178	4.159524861
chr1	3264122	4.00879546	4.159792119
chr1	3264146	3.91693358	4.15988833
chr1	3264154	3.833813784	4.159919665
chr1	3264992	3.808166469	4.163132401
chr1	3265103	3.702508941	4.163555108
chr1	3265666	3.521285269	4.16563962
chr1	3266480	3.992929716	4.168505947
chr1	3266881	3.910992753	4.170107111
chr1	3267043	3.855982433	4.170740692
chr1	3267069	3.740261166	4.170840948
chr1	3269502	3.71485906	4.179941003
chr1	3270633	3.554193529	4.184142509
chr1	3272076	3.503828491	4.18927121
chr1	3272161	3.434321163	4.189569036
chr1	3272867	3.381618013	4.191993666
chr1	3274124	3.331557949	4.19624436
chr1	3274806	2.859913503	4.198516483
chr1	3275171	2.689538556	4.199560351
chr1	3275188	2.62160831	4.199606073
chr1	3275200	2.530956205	4.199637533
chr1	3275221	2.422261602	4.199690683
chr1	3275224	2.448110066	4.199697949
chr1	3275263	2.470769814	4.199793426
chr1	3275288	2.112311751	4.199855195
chr1	3275296	2.102212761	4.199872093
chr1	3275356	2.668656808	4.199998226
chr1	3275658	2.644883998	4.200804161
chr1	3275739	2.739681981	4.201018396
chr1	3275806	2.838475115	4.201201955
chr1	3275819	2.828916236	4.201238855
chr1	3276045	2.929982036	4.20187819
chr1	3277210	2.859622406	4.205291619
chr1	3278898	2.990469333	4.210118662
chr1	3281130	2.494241583	4.216793389
chr1	3281176	1.39288618	4.216908124
chr1	3281197	1.320069736	4.216937375
chr1	3281685	2.942810725	4.217581569
chr1	3281707	4.692904543	4.217646311
chr1	3281719	4.672819547	4.217702626
chr1	3281749	6.595776993	4.21784281
chr1	3281788	10.31110988	4.218100046
chr1	3281886	10.56927934	4.219110534
chr1	3283840	24.92574377	4.239762906
chr1	3283842	24.98098476	4.239812758
chr1	3284057	3.710364831	4.245183669
chr1	3284063	2.075294549	4.245205932
chr1	3284796	2.120337755	4.246727123
chr1	3284833	2.311350908	4.246805575
chr1	3284836	2.363844113	4.246812509
chr1	3284904	2.459285266	4.246973251
chr1	3284918	3.036061088	4.247007681
chr1	3284954	3.082723932	4.247116979
chr1	3314900	2.981658132	4.33943223
chr1	3317163	2.886860149	4.346179722
chr1	3321971	53.81395442	4.360059746
chr1	3321979	53.78286101	4.360490257
chr1	3322048	2.784008239	4.364201275
chr1	3323160	2.790102856	4.367297092
chr1	3323212	2.803465835	4.367442177
chr1	3323522	2.839048236	4.368311252
chr1	3324335	2.869877526	4.370619398
chr1	3325734	2.931881965	4.374634356
chr1	3325815	2.947388033	4.374871839
chr1	3326320	2.96398824	4.37636027
chr1	3326344	2.977552655	4.376431406
chr1	3327139	2.994429314	4.37879856
chr1	3327212	3.024856641	4.379017153
chr1	3327265	3.071360138	4.379177471
chr1	3359644	3.03708814	4.47862504
chr1	3364276	3.659524997	4.492692833
chr1	3364289	3.611870037	4.492740407
chr1	3368627	3.518572299	4.508408699
chr1	3369109	7.635331631	4.510104651
chr1	3370028	7.319545594	4.51712152
chr1	3370050	7.273418266	4.51728255
chr1	3370053	7.181166862	4.517304371
chr1	3370055	7.257712102	4.517318733
chr1	3370083	7.275625756	4.517521949
chr1	3371977	1.590850186	4.531301984
chr1	3373703	1.546620737	4.534047792
chr1	3376440	1.488329294	4.538280893
chr1	3376468	1.819796454	4.538322566
chr1	3376943	1.889878578	4.539186969
chr1	3432923	51.72480613	4.644982372
chr1	3432967	51.66331169	4.647258263
chr1	3432976	51.33742938	4.647723233
chr1	3433005	51.27597151	4.649212019
chr1	3433008	4.893273784	4.649365847
chr1	3433868	6.093825596	4.653574062
chr1	3433913	6.025466093	4.653848284
chr1	3433928	3.540239195	4.653938666
chr1	3433946	5.001194631	4.65400239
chr1	3433985	5.013065549	4.654197437
chr1	3436580	5.10150353	4.667206342
chr1	3436758	2.413957585	4.66811441
chr1	3436952	2.664530765	4.668582717
chr1	3437007	3.521627567	4.668729267
chr1	3437009	3.615034281	4.66873631
chr1	3437012	3.713148204	4.668747155
chr1	3437050	4.762578966	4.668888255
chr1	3437076	7.105363459	4.669012082
chr1	3438122	7.20632013	4.676444292
chr1	3438127	7.540460188	4.676480324
chr1	3438248	7.640669738	4.677392719
chr1	3443044	7.765603298	4.714037371
chr1	3445289	8.335271519	4.731471151
chr1	3459118	8.413260708	4.84673962
chr1	3459178	8.447409172	4.847244416
chr1	3469778	7.710459936	4.936786953
chr1	3474476	7.37587807	4.973010694
chr1	3476250	7.275635264	4.986095502
chr1	3476258	7.04892773	4.986153707
chr1	3476275	6.759687977	4.986273539
chr1	3476991	6.358348714	4.991113475
chr1	3476997	5.421081249	4.991151625
chr1	3477019	4.53479007	4.991270889
chr1	3477036	4.436676147	4.991347981
chr1	3477368	3.795312843	4.992820957
chr1	3477435	8.027600667	4.993075243
chr1	3479050	6.492237545	5.006039818
chr1	3479380	6.67147083	5.008182257
chr1	3480983	5.030112274	5.018876624
chr1	3483343	4.10892304	5.030747689
chr1	3483645	3.60022528	5.031988584
chr1	3485442	3.699255925	5.038458189
chr1	3485844	3.715143868	5.03994529
chr1	3486105	3.815211694	5.040914942
chr1	3486549	3.939926095	5.042608896
chr1	3486763	3.94727083	5.04345204
chr1	3487507	4.008228156	5.04638881
chr1	3522606	3.787438702	5.18707361
chr1	3522625	3.643242088	5.187145571
chr1	3522786	3.676037956	5.187732133
chr1	3523015	3.835778901	5.188573946
chr1	3523125	4.229055985	5.188995882
chr1	3523199	3.894211645	5.189308832
chr1	3523424	3.989843032	5.190185029
chr1	3523448	3.87636134	5.190280786
chr1	3523477	3.757441101	5.1903932
chr1	3523484	3.964413367	5.190419502
chr1	3523491	4.308786958	5.190447253
chr1	3523495	4.519100109	5.190464488
chr1	3523749	4.813213483	5.19161234
chr1	3523860	4.993505753	5.192146606
chr1	3539288	4.744919841	5.269186413
chr1	3547598	4.252203856	5.308616697
chr1	3559822	4.240958293	5.360595637
chr1	3561803	4.227227689	5.368996975
chr1	3561924	4.210493144	5.36950847
chr1	3561998	4.194026448	5.369820046
chr1	3562087	4.267059453	5.370193315
chr1	3562157	4.323080899	5.370492009
chr1	3562237	4.309839848	5.370837855
chr1	3562878	4.366734648	5.373600463
chr1	3563271	4.440464237	5.375316589
chr1	3564487	3.381898551	5.380716194
chr1	3564518	3.246616865	5.380821033
chr1	3564590	2.954930058	5.381054789
chr1	3564749	3.587913892	5.381524623
chr1	3564759	3.743938826	5.381560502
chr1	3579065	3.601332586	5.435121291
chr1	3579087	3.605576468	5.43520052
chr1	3580443	3.945012712	5.440089682
chr1	3580678	4.056642471	5.44101676
chr1	3580739	4.158540319	5.441264215
chr1	3612768	4.948385973	5.574458103
chr1	3612989	7.471357633	5.575551696
chr1	3613393	9.065718844	5.578570125
chr1	3614621	12.2454044	5.589702828
chr1	3615845	12.16174535	5.604691203
chr1	3615856	9.504670407	5.604824982
chr1	3616309	9.431175401	5.609130597
chr1	3616357	42.08298702	5.609583294
chr1	3616385	42.01356157	5.610761618
chr1	3616394	40.75105399	5.61113974
chr1	3616477	8.026790133	5.614522077
chr1	3616532	15.15840304	5.614963551
chr1	3616561	15.04967854	5.615403144
chr1	3616888	15.03652546	5.620324389
chr1	3616894	11.30000468	5.620414608
chr1	3617077	3.16997136	5.622482509
chr1	3617098	3.898796836	5.622549079
chr1	3617120	3.906158308	5.622634852
chr1	3617138	3.892854275	5.622705163
chr1	3617191	3.903977	5.622911484
chr1	3617192	4.645743465	5.622915388
chr1	3617227	6.140714805	5.623077989
chr1	3621773	15.33722924	5.650993679
chr1	3621861	15.37176439	5.652343355
chr1	3622129	37.72097263	5.656462988
chr1	3622200	28.52445819	5.659141177
chr1	3622475	16.44928943	5.666985403
chr1	3622486	3.274255558	5.667166345
chr1	3622553	3.286204535	5.66738572
chr1	3624602	3.314600857	5.674119153
chr1	3624734	3.32343878	5.67455668
chr1	3624750	3.335604575	5.674609856
chr1	3624896	3.373904325	5.675096854
chr1	3624998	3.41523283	5.675440992
chr1	3637503	3.361451307	5.718148479
chr1	3642524	3.529666059	5.735026326
chr1	3642538	3.655493219	5.735075741
chr1	3727427	3.489364545	6.045386905
chr1	3727456	3.605745399	6.045488096
chr1	3732991	3.384161427	6.065445897
chr1	3733007	2.905620194	6.065500044
chr1	3733052	2.862242326	6.065630797
chr1	3733276	2.62778638	6.066271939
chr1	3734994	4.057117738	6.070786476
chr1	3735012	4.581594556	6.070859504
chr1	3764785	6.39354998	6.207267319
chr1	3764786	6.173758422	6.207273712
chr1	3766766	5.926565191	6.219497754
