Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr4	976293	2.279810964	0.9832656608
chr4	976524	2.28769762	0.9837922971
chr4	990587	2.300248253	1.015964189
chr4	990711	1.581961073	1.01624942
chr4	990741	1.694017028	1.016296878
chr4	991734	1.61725641	1.017979037
chr4	991949	1.630411284	1.018326747
chr4	993792	1.430788949	1.021331595
chr4	1030981	1.175148306	1.074541206
chr4	1031023	1.088011385	1.074590562
chr4	1031039	1.026960199	1.07460797
chr4	1031076	0.9797519133	1.074645968
chr4	1031234	0.4353990115	1.074800768
chr4	1033994	0.4268756945	1.07600247
chr4	1034108	0.4005643302	1.076051133
chr4	1034682	0.4445577793	1.076281057
chr4	1127394	0.437493771	1.117496898
chr4	1139090	0.3922028126	1.122613825
chr4	1139139	0.3852484389	1.122633043
chr4	1140236	0.4548828824	1.123055661
chr4	1221260	0.5826875221	1.159912092
chr4	1223258	0.6477292662	1.161076301
chr4	1223308	0.7795823095	1.161108688
chr4	1224454	0.7984985882	1.162002089
chr4	1283774	0.734382831	1.209369025
chr4	1284059	0.6523707555	1.209578324
chr4	1284151	0.5978519974	1.209638342
chr4	1284186	6.589081359	1.209659267
chr4	1284193	6.558291153	1.209705391
chr4	1284855	0.5670617913	1.21404698
chr4	1284882	0.6272697055	1.21406229
chr4	1285440	0.7511691253	1.214412307
chr4	1285466	2.463453911	1.214431837
chr4	1285469	2.654541095	1.214439228
chr4	1287927	1.025881021	1.22096409
chr4	1288050	1.09358253	1.221090273
chr4	1288089	1.472461141	1.221132923
chr4	1288113	1.736676924	1.221168262
chr4	1296637	1.72352205	1.235971696
chr4	1296993	1.767418781	1.23658527
chr4	1297503	1.812510615	1.237486653
chr4	1308086	1.799757802	1.256668453
chr4	1309784	1.787073518	1.259724442
chr4	1309944	1.959766646	1.260010374
chr4	1310009	1.947212515	1.260137758
chr4	1333396	1.686655653	1.305677217
chr4	1343921	1.619596386	1.323429268
chr4	1347226	1.419113063	1.328782034
chr4	1347253	1.351411554	1.32882035
chr4	1347639	1.220237048	1.329341995
chr4	1348035	1.153374664	1.329825209
chr4	1348039	2.894515872	1.329829823
chr4	1349984	2.767606646	1.335459656
chr4	1350020	2.640797623	1.33555929
chr4	1350180	8.627344744	1.335981817
chr4	1350260	10.47323599	1.336672005
chr4	1350268	11.87861202	1.336755791
chr4	1350598	14.22392065	1.340675733
chr4	1350716	30.06373297	1.342354155
chr4	1350724	27.03156746	1.342594665
chr4	1350765	37.33116738	1.34370296
chr4	1351006	37.32054111	1.352699771
chr4	1351343	37.32655363	1.365276793
chr4	1352238	28.55617938	1.398684059
chr4	1352307	26.21087075	1.400654435
chr4	1352347	21.14369952	1.40170287
chr4	1352361	16.72461228	1.401998882
chr4	1352371	19.38782321	1.402166128
chr4	1353098	14.33412712	1.416261075
chr4	1353120	13.31948343	1.416576426
chr4	1353129	12.52559965	1.416696302
chr4	1353450	12.63217985	1.420717019
chr4	1353486	12.83919377	1.421171777
chr4	1353876	7.524788915	1.426179063
chr4	1355177	7.419073334	1.435968813
chr4	1355325	7.413060444	1.437066836
chr4	1355573	7.402559897	1.438905275
chr4	1356191	7.438456085	1.443480057
chr4	1356375	7.496210987	1.444848733
chr4	1356720	5.643973649	1.447434926
chr4	1356780	5.663296934	1.447773564
chr4	1356781	4.342589348	1.447779228
chr4	1356855	6.199082622	1.448100579
chr4	1356879	3.695480667	1.448249357
chr4	1357132	3.714851767	1.449184314
chr4	1357182	3.753566011	1.449370056
chr4	1360846	3.816352991	1.463123122
chr4	1361107	2.873706602	1.46411919
chr4	1361218	2.893454405	1.464438172
chr4	1361241	1.979607519	1.464504721
chr4	1363153	1.564987425	1.468289731
chr4	1363214	1.631922387	1.468385195
chr4	1363378	0.9427982946	1.46865283
chr4	1363624	1.07578509	1.468884759
chr4	1363758	1.143458023	1.469028914
chr4	1363762	1.2785109	1.469033488
chr4	1363891	1.366236509	1.469198416
chr4	1364632	1.474980264	1.470210797
chr4	1377596	1.563341024	1.489332441
chr4	1379207	1.725919741	1.491850984
chr4	1422957	1.725253159	1.567359972
chr4	1422986	1.657580227	1.567410005
chr4	1423040	1.73848806	1.567499514
chr4	1423095	2.079613233	1.567595131
chr4	1423142	4.832473819	1.567692873
chr4	1423146	4.974718565	1.567712202
chr4	1424530	2.087015076	1.574597213
chr4	1424683	2.448697565	1.574916526
chr4	1424721	2.477465993	1.575009577
chr4	1425657	2.593318016	1.577328485
chr4	1425698	3.009877197	1.577434811
chr4	1425774	3.017605026	1.577663562
chr4	1425933	3.425723592	1.578143361
chr4	1435320	3.07128746	1.610300628
chr4	1435688	2.968447861	1.611430862
chr4	1435754	2.64315258	1.61162678
chr4	1435902	2.805361896	1.612017966
chr4	1436342	2.525195089	1.613252325
chr4	1436343	2.647535985	1.613254851
chr4	1436353	2.897873213	1.613281326
chr4	1467850	5.829527854	1.704555638
chr4	1467907	10.06073626	1.704887922
chr4	1467957	10.76035382	1.705390958
chr4	1468036	10.86690208	1.706241026
chr4	1468065	12.64680246	1.706556167
chr4	1470888	12.73696753	1.74225809
chr4	1470912	7.513028835	1.742563777
chr4	1474167	7.518948999	1.767018686
chr4	1474237	7.547428389	1.767545012
chr4	1474383	7.507665721	1.768646937
chr4	1474401	7.541139704	1.768782075
chr4	1475217	7.936575028	1.774935645
chr4	1484741	6.94815892	1.850523585
chr4	1484753	6.368990877	1.850606963
chr4	1485353	7.103669046	1.854428358
chr4	1485359	21.16257215	1.85447098
chr4	1485700	9.746373557	1.861687417
chr4	1486917	9.960288935	1.873548754
chr4	1486983	10.04687611	1.874206133
chr4	1487012	7.301167001	1.874497492
chr4	1487098	4.965935159	1.875125392
chr4	1490276	4.24179199	1.890907134
chr4	1490363	4.766039252	1.89127617
chr4	1501867	4.659523721	1.946104686
chr4	1501870	4.304151228	1.946118664
chr4	1501872	4.36861864	1.946127273
chr4	1501910	4.497632319	1.94629328
chr4	1505654	2.48251544	1.963132416
chr4	1510385	2.008576157	1.974877196
chr4	1511692	1.910347247	1.977502405
chr4	1511831	1.741372637	1.977767943
chr4	1563999	1.686782034	2.068611871
chr4	1564045	1.057960222	2.068689463
chr4	1564065	1.0010746	2.068710622
chr4	1564113	0.9503328273	2.068758674
chr4	1564165	39.39699085	2.068808091
chr4	1564184	39.32874886	2.069556634
chr4	1564189	60.56966305	2.069753278
chr4	1564205	60.51898998	2.070722392
chr4	1564238	60.48765098	2.072719519
chr4	1564273	60.42498475	2.074836587
chr4	1564316	64.73480458	2.077434861
chr4	1564341	64.90485167	2.079053231
chr4	1564373	40.29137103	2.081130187
chr4	1564376	96.47372206	2.081251061
chr4	1564817	96.66634665	2.123795972
chr4	1564874	24.13665838	2.129305954
chr4	1564983	24.54413648	2.13193685
chr4	1565198	20.06258338	2.137213839
chr4	1565246	7.668434651	2.138176843
chr4	1565255	7.714454495	2.138245859
chr4	1565281	7.843607439	2.138446435
chr4	1565286	3.58671729	2.138485653
chr4	1565287	4.115545075	2.13848924
chr4	1582210	4.159176705	2.208136609
chr4	1582227	3.957458751	2.208207315
chr4	1585625	3.576207289	2.22165476
chr4	1585926	3.579541162	2.222731198
chr4	1586005	3.00030337	2.223013982
chr4	1586037	3.045845671	2.223109992
chr4	1586176	3.092973003	2.223533364
chr4	1595367	2.833999018	2.251960879
chr4	1595382	2.593333546	2.252003389
chr4	1595389	2.290849362	2.252021542
chr4	1596191	2.161324966	2.253858803
chr4	1596282	2.265435571	2.254055484
chr4	1596305	2.316924863	2.254107589
chr4	1596315	1.953830694	2.254130758
chr4	1596503	1.826669132	2.254498078
chr4	1596603	1.878406998	2.254680745
chr4	1596693	1.932184334	2.254849802
chr4	1610842	2.058868851	2.282188278
chr4	1611183	2.122640827	2.282890352
chr4	1611201	2.169860601	2.28292856
chr4	1611843	2.234132632	2.28432161
chr4	1612080	2.249674497	2.2848511
chr4	1612139	2.508332983	2.284983831
chr4	1612445	6.229904424	2.285751381
chr4	1612450	6.249801035	2.28578253
chr4	1612499	10.16781906	2.28608877
chr4	1612547	14.27872413	2.286576826
chr4	1612612	14.34553542	2.287504943
chr4	1613408	14.43065908	2.298923989
chr4	1613420	14.5159131	2.299097157
chr4	1613521	14.48464061	2.300563264
chr4	1613522	8.189858123	2.300577749
chr4	1613536	11.40197051	2.300692407
chr4	1614249	11.44333453	2.308822012
chr4	1614975	11.41485514	2.317129873
chr4	1615224	13.54639198	2.319972171
chr4	1615230	15.59553945	2.32005345
chr4	1615305	15.77259534	2.321223115
chr4	1615432	13.87828232	2.323226235
chr4	1615472	13.99426039	2.323781366
chr4	1615478	16.38107303	2.323865332
chr4	1617161	12.97944809	2.351434678
chr4	1617186	4.437252805	2.351759164
chr4	1617217	3.352507895	2.351896719
chr4	1617259	3.445050955	2.352037524
chr4	1660434	3.332206323	2.500777599
chr4	1660494	3.232163104	2.500977531
chr4	1660570	3.139620044	2.501223176
chr4	1660667	3.097405256	2.501527719
chr4	1662443	3.287690642	2.507028711
chr4	1662447	3.221768221	2.507041861
chr4	1662450	3.302029189	2.507051527
chr4	1662532	3.40955745	2.507322293
chr4	1668401	3.463753993	2.527332986
chr4	1668480	3.544371536	2.527606622
chr4	1671225	3.336757291	2.537335922
chr4	1673884	3.148946786	2.54620836
chr4	1674034	26.43109571	2.546680702
chr4	1674046	26.23330469	2.546997875
chr4	1674073	25.94711348	2.547706174
chr4	1674149	26.06977935	2.549678155
chr4	1674205	2.922377808	2.551138063
chr4	1674237	2.970096511	2.551231579
chr4	1674458	3.153536783	2.55188797
chr4	1674464	3.447659101	2.551906891
chr4	1758200	2.867702767	2.840600074
chr4	1758206	2.772272178	2.84061728
chr4	1758232	2.534114419	2.840689359
chr4	1758283	2.532227718	2.840818599
chr4	1761895	2.462347114	2.849965005
chr4	1762011	2.480427898	2.850250638
chr4	1762028	2.299383711	2.850292805
chr4	1762029	2.54779601	2.850295104
chr4	1762034	2.553743233	2.850307843
chr4	1762053	2.508117465	2.850356364
chr4	1762169	2.350206399	2.850647306
chr4	1762326	2.546448245	2.851016288
chr4	1762329	2.438898537	2.851023928
chr4	1763007	3.036361634	2.852677501
chr4	1763156	2.99130163	2.853129919
chr4	1763193	2.901087616	2.853240597
chr4	1763195	3.146970227	2.853246399
chr4	1776951	3.112552954	2.896536122
chr4	1777122	2.771758211	2.897068368
chr4	1778164	2.36902988	2.89995654
chr4	1778264	2.331584346	2.900193443
chr4	1778600	1.740511724	2.900976856
chr4	1778603	1.702139499	2.900982077
chr4	1778835	1.75110363	2.901376973
chr4	1779496	1.13908429	2.902534453
chr4	1780511	1.105639709	2.903690623
chr4	1780562	1.252625486	2.903747011
chr4	1780966	2.520771399	2.904253072
chr4	1781573	2.695432016	2.90578318
chr4	1783451	3.461344002	2.910845201
chr4	1807776	3.377829523	2.995042394
chr4	1808034	3.357146124	2.995913874
chr4	1808060	3.3364655	2.99600116
chr4	1810570	3.320741216	3.004375688
chr4	1810578	3.293667655	3.004402254
chr4	1813223	5.276909833	3.013114005
chr4	1813551	5.263892063	3.014844832
chr4	1813898	5.243995452	3.016671402
chr4	1813909	5.235258036	3.016729086
chr4	1815125	5.254103515	3.02309516
chr4	1815218	5.234036766	3.023583792
chr4	1815244	3.243089061	3.023719877
chr4	1816125	3.168587073	3.026577038
chr4	1816234	3.170174544	3.026922414
chr4	1816243	3.213991721	3.026950946
chr4	1816312	3.105569673	3.027172711
chr4	1816592	3.107584789	3.028042271
chr4	1816632	3.132134646	3.028166574
chr4	1816740	3.136567625	3.028504844
chr4	1820349	3.110175587	3.039824717
chr4	1820365	3.309753959	3.03987448
chr4	1824762	3.242891921	3.054427468
chr4	1824905	3.179163546	3.054891202
chr4	1825220	3.181092367	3.055892638
chr4	1826249	3.506832783	3.059165982
chr4	1826286	3.418392085	3.059295735
chr4	1827408	3.840256356	3.063131171
chr4	1827446	3.723347148	3.063277101
chr4	1827464	3.76523706	3.063344121
chr4	1827596	3.863216244	3.063841132
chr4	1827638	3.777337506	3.064003387
chr4	1827770	3.787451996	3.064501996
chr4	1827788	4.645060222	3.06457017
chr4	1828758	4.383183017	3.069075878
chr4	1828982	5.421423236	3.070057711
chr4	1829010	5.62564874	3.070209511
chr4	1829544	5.588540182	3.073213608
chr4	1829591	5.639843621	3.073476269
chr4	1835905	5.437539102	3.109086242
chr4	1836909	5.01567483	3.114545531
chr4	1837106	5.12920197	3.115533619
chr4	1838791	3.515477262	3.124176324
chr4	1838805	2.991708665	3.124225541
chr4	1838869	3.050478936	3.12441701
chr4	1838885	3.486763233	3.124465818
chr4	1838952	3.545022666	3.124699431
chr4	1839535	3.499980776	3.126766179
chr4	1839782	3.641906786	3.127630674
chr4	1839928	3.656984397	3.128162393
chr4	1840025	3.734122019	3.12851712
chr4	1840448	3.616264507	3.130096654
chr4	1852392	3.373155849	3.173289317
chr4	1867631	2.991507557	3.224692839
chr4	1867999	2.85383728	3.225793714
chr4	1868023	1.518918654	3.225862206
chr4	1868053	1.449468076	3.225907774
chr4	1868113	1.463990598	3.225994742
chr4	1868476	1.980136446	3.22652617
chr4	1868481	2.270233023	3.226536071
chr4	1868504	2.365676056	3.226588286
chr4	1868513	2.422655708	3.226609577
chr4	1903337	2.481180552	3.31097614
chr4	1907069	2.422410281	3.320235906
chr4	1907680	2.478050967	3.321715998
chr4	1907712	2.433770576	3.321795296
chr4	1907717	2.461284844	3.321807465
chr4	1907750	2.533346527	3.321888687
chr4	1954966	2.839306974	3.441503177
chr4	1955083	2.937389255	3.441835376
chr4	1955130	3.135307061	3.441973433
chr4	1971823	3.196221833	3.494311114
chr4	1971838	3.725723929	3.494359057
chr4	1971871	4.204930588	3.494482006
chr4	1971888	4.143727227	3.49455349
chr4	1971898	4.400318515	3.494594927
chr4	1972142	4.591027582	3.495668605
chr4	1973765	4.560962905	3.503119843
chr4	1973975	4.673876946	3.504077645
chr4	1975361	4.751060316	3.510555638
chr4	1976451	5.912033859	3.515734294
chr4	1979716	5.622926642	3.535037085
chr4	1979728	6.208829576	3.53510456
chr4	1979897	6.272340438	3.536153852
chr4	1980150	6.770260024	3.537740754
chr4	1993144	7.823050449	3.625713513
chr4	1993159	9.284537008	3.625830858
chr4	1995633	9.6660787	3.648800803
chr4	1995903	8.251556634	3.651410644
chr4	1995948	6.394889002	3.651781964
chr4	1995973	6.477997112	3.651941837
chr4	1995996	6.371822085	3.65209083
chr4	1996000	6.375111973	3.652116318
chr4	1996169	6.423697795	3.653193712
chr4	1996245	6.466506688	3.653681913
chr4	2005096	5.995597727	3.710916963
chr4	2017963	5.974557551	3.788062319
chr4	2017975	5.921344798	3.788134014
chr4	2018118	5.894553365	3.788980766
chr4	2018126	5.867769092	3.789027923
chr4	2019616	5.788204416	3.797770899
chr4	2019703	5.593660842	3.798274473
chr4	2019712	5.408197615	3.798324815
chr4	2021076	5.355660709	3.805701597
chr4	2021101	5.284108816	3.805835489
chr4	2021143	5.288727859	3.806057421
chr4	2021145	5.158101598	3.806067999
chr4	2021181	5.131849232	3.80625369
chr4	2021182	5.079354472	3.806258822
chr4	2021185	5.053107607	3.80627406
chr4	2021224	5.678392166	3.806471131
chr4	2024237	5.65676773	3.823580127
chr4	2027155	5.350617547	3.840086575
chr4	2027188	4.886156415	3.840263146
chr4	2027291	3.85496395	3.84076642
chr4	2033033	3.515550583	3.862901623
chr4	2033070	4.269342867	3.863031698
chr4	2044206	3.909417181	3.9105751
chr4	2045222	3.710032511	3.914547068
chr4	2045237	3.64199543	3.914602719
chr4	2045249	3.64738099	3.914646422
chr4	2045846	3.333657411	3.916823909
chr4	2045898	3.727228939	3.916997259
chr4	2046068	3.73709733	3.917630888
chr4	2046084	4.249449681	3.917690682
chr4	2046086	4.255006029	3.91769918
chr4	2053907	3.608443464	3.950977583
chr4	2053930	3.414079022	3.951060577
chr4	2053944	3.397231034	3.951108374
chr4	2054003	3.408933627	3.951308811
chr4	2054119	5.178528525	3.951704247
chr4	2054648	5.187110579	3.954443688
chr4	2056082	4.815855642	3.961882005
chr4	2056164	4.84442684	3.962276905
chr4	2056169	4.839790765	3.962301127
chr4	2056384	3.263962177	3.963341682
chr4	2056402	3.285587422	3.963400434
chr4	2056644	3.291461366	3.964195546
chr4	2062816	3.247389317	3.984510445
chr4	2062817	3.199643995	3.984513693
chr4	2062819	3.155560313	3.984520092
chr4	2062830	3.032764398	3.984554803
chr4	2062837	2.84425837	3.984576033
chr4	2062863	2.910716655	3.984649983
chr4	2063669	2.580373116	3.986996021
chr4	2063728	2.433757997	3.987148263
chr4	2064023	2.453464922	3.987866222
chr4	2064111	2.476578345	3.988082126
chr4	2069864	2.482568339	4.002329882
chr4	2069867	2.530152067	4.002337329
chr4	2069890	2.536142293	4.002395523
chr4	2069991	2.389858056	4.002651673
chr4	2069993	2.419095586	4.002656453
chr4	2071240	2.465250769	4.005673065
chr4	2082720	2.405272268	4.033974144
chr4	2119660	2.340639044	4.122824902
chr4	2119702	2.2843636	4.122923208
chr4	2134986	2.080137578	4.157837422
chr4	2136705	2.216185774	4.161413178
chr4	2139563	2.164130785	4.167747037
chr4	2139925	2.047384539	4.168530452
chr4	2165124	2.068536192	4.220122495
chr4	2165218	3.138560472	4.220316938
chr4	2181865	3.049806432	4.272564554
chr4	2182472	2.601846621	4.274415787
chr4	2182476	2.582813568	4.274426194
chr4	2182495	2.368325015	4.274475267
chr4	2183415	2.112456475	4.276654126
chr4	2183484	2.225347012	4.276799886
chr4	2183502	2.24447529	4.276839942
chr4	2243196	2.271496286	4.41082165
chr4	2244471	2.321213721	4.413717808
chr4	2248452	2.543304761	4.42295856
chr4	2248465	2.513514567	4.422991623
chr4	2248521	2.516400762	4.423132379
chr4	2252881	2.57056576	4.434103887
chr4	2267410	2.321621882	4.471451637
chr4	2269651	2.319021359	4.476654391
chr4	2269717	2.466688969	4.476807447
chr4	2274573	2.570009992	4.488785688
chr4	2324010	2.55855933	4.615839272
chr4	2353640	2.45526014	4.691649385
chr4	2353667	2.585714854	4.691715677
chr4	2354619	2.731006247	4.694177278
chr4	2354705	2.924062262	4.694412144
chr4	2355020	2.931510453	4.695333224
chr4	2355021	2.97795674	4.695336156
chr4	2389909	3.053822617	4.79923111
chr4	2390952	3.617904124	4.802416247
chr4	2391089	6.60725867	4.8029119
chr4	2391494	7.046722384	4.80558784
chr4	2391530	7.019701388	4.805841522
chr4	2396196	7.6757223	4.838595449
chr4	2396219	8.964256716	4.83877199
chr4	2396228	9.623465501	4.838852668
chr4	2399993	9.567668128	4.875085016
chr4	2400593	9.578955174	4.880825617
chr4	2401756	9.514157181	4.891965942
chr4	2401774	11.68068601	4.892137197
chr4	2401789	10.95344451	4.892312407
chr4	2402088	10.94394517	4.895587487
chr4	2402577	8.501663916	4.900939076
chr4	2402809	9.868227995	4.902911462
chr4	2405569	9.851551832	4.930147771
chr4	2405595	9.423652564	4.930403912
chr4	2405666	9.411917609	4.931072991
chr4	2405673	9.661943527	4.931138874
chr4	2405742	7.664768141	4.931805549
chr4	2405859	7.689344989	4.932702326
chr4	2406032	5.806708802	4.934032583
chr4	2406039	5.370424695	4.93407323
chr4	2406047	6.736670049	4.934116193
chr4	2406048	6.763088006	4.93412293
chr4	2406070	6.742858001	4.934271718
chr4	2406173	6.76053748	4.934966232
chr4	2406839	6.787185348	4.93946875
chr4	2411397	6.769599109	4.970404741
chr4	2411405	5.817333675	4.970458898
chr4	2411425	4.704415383	4.970575245
chr4	2411481	4.313032885	4.970838692
chr4	2411483	3.575701678	4.970847318
chr4	2411560	3.567753697	4.971122647
chr4	2411845	3.506165195	4.972139457
chr4	2412434	1.761879976	4.974204588
chr4	2557250	1.735232108	5.229352999
chr4	2557377	1.730107143	5.229573373
chr4	2557768	1.708125033	5.230249845
chr4	2558930	1.94245984	5.232234686
chr4	2606790	1.862715053	5.325200814
chr4	2613504	3.759819379	5.337707083
chr4	2613681	6.633226136	5.338372571
chr4	2614433	6.711252316	5.343360757
chr4	2617146	6.796955837	5.361568385
chr4	2618313	6.816209488	5.369500432
chr4	2618359	8.334476641	5.369813978
chr4	2621942	8.210318585	5.399676408
chr4	2621985	8.309631273	5.400029451
chr4	2624120	9.294829459	5.417770514
chr4	2624165	9.447959063	5.418188782
chr4	2624199	9.990164385	5.418510012
chr4	2624231	10.67963329	5.418829697
chr4	2627716	9.565024714	5.456048219
chr4	2627799	8.429415578	5.456842116
chr4	2632266	6.219481168	5.494496316
chr4	2632884	5.116968916	5.498339955
chr4	2632965	5.084507065	5.49875443
chr4	2633139	4.777320672	5.499639134
chr4	2633153	4.918179035	5.499706016
