Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr10	1452272	10.89539557	1.249853967
chr10	1458653	11.85136314	1.319377486
chr10	1459940	11.19790358	1.334630191
chr10	1459943	7.623619673	1.334663784
chr10	1461776	10.63309791	1.348637879
chr10	1461845	12.09135909	1.349371563
chr10	1462076	12.15883419	1.352164667
chr10	1462078	12.59101146	1.352188985
chr10	1465271	12.24004962	1.392392084
chr10	1465277	12.09439397	1.392465525
chr10	1465294	12.01697853	1.392671129
chr10	1465299	12.08464994	1.392731214
chr10	1465366	12.22727752	1.393540886
chr10	1465754	9.230035647	1.398285069
chr10	1465759	9.090004823	1.39833122
chr10	1466021	8.329815908	1.400712801
chr10	1467442	8.476181738	1.412549469
chr10	1467654	7.2665637	1.41434642
chr10	1467673	7.485049789	1.414484484
chr10	1467769	8.005827683	1.415203049
chr10	1468336	7.818514067	1.419742354
chr10	1468351	8.156146911	1.419859631
chr10	1523408	7.951824372	1.868912612
chr10	1523409	7.856156555	1.868920564
chr10	1523422	6.987167224	1.869022694
chr10	1523424	6.894765875	1.869036668
chr10	1523425	6.144754727	1.869043563
chr10	1523432	6.096933526	1.869086576
chr10	1523438	5.50541013	1.869123158
chr10	1523441	4.965520524	1.869139674
chr10	1523620	16.79063697	1.870028502
chr10	1524326	4.451181157	1.881882692
chr10	1524336	4.3772255	1.881927203
chr10	1524411	4.240139334	1.882255495
chr10	1524616	4.099445536	1.883124724
chr10	1524619	4.434313647	1.883137022
chr10	1524624	4.857138573	1.883159194
chr10	1524640	4.827593708	1.883236908
chr10	1526475	5.146086985	1.892095543
chr10	1526483	5.259588306	1.892136711
chr10	1527015	5.189009971	1.894934812
chr10	1549162	4.938944004	2.009855816
chr10	1549169	4.395801511	2.009890389
chr10	1549170	4.175872779	2.009894784
chr10	1549417	4.846151592	2.010926225
chr10	1549513	4.795137479	2.011391456
chr10	1549536	4.975130376	2.011501744
chr10	1549575	4.797299598	2.011695774
chr10	1550554	9.14555528	2.01639233
chr10	1552339	6.825999288	2.032717146
chr10	1552369	5.462633243	2.032921926
chr10	1552386	5.390959596	2.033014791
chr10	1552446	3.249941516	2.033338249
chr10	1552458	2.973047115	2.033377248
chr10	1552504	2.816945552	2.033514008
chr10	1552524	3.154993269	2.033570347
chr10	1552537	3.613240564	2.033611362
chr10	1553553	3.865672755	2.037282414
chr10	1553583	4.037035586	2.037398384
chr10	1554462	4.199096592	2.040946939
chr10	1556452	4.445373504	2.049303141
chr10	1556469	4.489234681	2.049378712
chr10	1556482	4.664567149	2.049437072
chr10	1556499	4.78896402	2.04951637
chr10	1556501	3.930193705	2.049525948
chr10	1556517	3.978995094	2.049588831
chr10	1556544	4.868257861	2.049696264
chr10	1560048	4.933485644	2.066754639
chr10	1561163	5.535534655	2.072255476
chr10	1561200	5.265581024	2.072460291
chr10	1561509	5.936294564	2.074087355
chr10	1561865	5.922453343	2.076200676
chr10	1570435	6.020789706	2.126956101
chr10	1570441	5.793946161	2.126992226
chr10	1573264	5.889312821	2.143348536
chr10	1573280	5.482675043	2.143442765
chr10	1619415	5.471067053	2.396385978
chr10	1641359	5.422265664	2.516443074
chr10	1645879	5.327045655	2.540951714
chr10	1645882	5.669794615	2.540967696
chr10	1646016	5.753562747	2.541727448
chr10	1648119	6.130889759	2.55382719
chr10	1648530	5.967495227	2.556346986
chr10	1649523	8.958121291	2.562272709
chr10	1649641	8.911141676	2.563329767
chr10	1649651	8.656821381	2.563418879
chr10	1649678	8.613734775	2.563652613
chr10	1650548	8.5697099	2.571146562
chr10	1650555	8.518032323	2.57120655
chr10	1650786	8.475904492	2.573174216
chr10	1650867	8.30351739	2.573860764
chr10	1657885	14.58099531	2.632134849
chr10	1657962	13.41866215	2.633257585
chr10	1657972	13.47692186	2.633391772
chr10	1658379	13.57051795	2.638876879
chr10	1659125	13.195103	2.649000486
chr10	1659138	9.82641005	2.649172022
chr10	1659164	6.873926415	2.649427509
chr10	1659173	5.934492341	2.649489374
chr10	1659177	2.831311999	2.649513112
chr10	1659788	2.791886825	2.651243044
chr10	1659793	3.092604611	2.651257003
chr10	1740786	2.171211051	2.901736328
chr10	1744307	1.732029278	2.909381162
chr10	1744334	4.812567018	2.909427927
chr10	1744340	4.763979241	2.909456803
chr10	1744374	4.809584755	2.909618778
chr10	1744870	4.681771141	2.912004332
chr10	1744919	4.659798772	2.912233739
chr10	1745631	4.498752276	2.915551515
chr10	1745659	1.214053429	2.91567748
chr10	1745710	2.934996905	2.915739397
chr10	1747878	2.841318745	2.92210247
chr10	1747883	5.231162475	2.922116677
chr10	1747885	3.280854406	2.922127139
chr10	1748080	3.188126437	2.922766906
chr10	1749497	3.367150705	2.927284481
chr10	1749524	1.646399579	2.927375394
chr10	1767958	1.42179247	2.957725124
chr10	1767966	1.413716229	2.957736498
chr10	1770231	0.5353218302	2.960938566
chr10	1770246	1.151010619	2.960946596
chr10	1771026	5.770982337	2.961844384
chr10	1771048	5.814628302	2.961971345
chr10	1771073	5.834843852	2.962116711
chr10	1771252	5.911483056	2.963161148
chr10	1772764	42.98231193	2.972099311
chr10	1772880	7.404688242	2.977085259
chr10	1772947	9.597669097	2.977581373
chr10	1772957	9.792270154	2.97767735
chr10	1773000	10.11645983	2.978098417
chr10	1773797	12.09131344	2.986161236
chr10	1773798	10.61690201	2.986173327
chr10	1773801	10.65538664	2.986205178
chr10	1773804	10.70729681	2.986237144
chr10	1773861	11.16639539	2.98684746
chr10	1774269	14.81579828	2.991403349
chr10	1774281	14.84182401	2.991581139
chr10	1774324	13.96609808	2.992219337
chr10	1775927	13.98680943	3.014606992
chr10	1775950	4.531097213	3.014928689
chr10	1776108	4.604794615	3.015644602
chr10	1817320	4.612076143	3.205417398
chr10	1817646	4.625953549	3.206920935
chr10	1817803	4.636413825	3.207647209
chr10	1817920	4.651826858	3.20818967
chr10	1933326	4.149376854	3.7450384
chr10	1933370	3.984799873	3.745220973
chr10	1933544	3.978827721	3.745914328
chr10	1933585	3.900373883	3.74607746
chr10	1933633	4.146735646	3.746264678
chr10	1933690	4.120487343	3.746501042
chr10	1933929	4.043045244	3.747485838
chr10	1934140	4.084862302	3.748338921
chr10	1934158	4.326185433	3.748412448
chr10	1934165	4.675889524	3.748442732
chr10	1934181	4.780619703	3.748517546
chr10	1965645	4.759132079	3.898934964
chr10	1970828	4.777424945	3.923601546
chr10	1975837	3.875744682	3.947531667
chr10	1975865	3.830372092	3.947640188
chr10	1975886	3.686786876	3.947720626
chr10	1976166	3.451636808	3.948752926
chr10	1976168	3.402783325	3.94875983
chr10	1976506	4.297312057	3.94990997
chr10	1976584	4.201597797	3.950245161
chr10	1977385	4.140829399	3.953610641
chr10	1979095	4.048644169	3.960691459
chr10	1983794	4.099239732	3.979716038
chr10	1988949	3.840126527	4.000847619
chr10	1988973	3.784304307	4.000939782
chr10	1989044	4.372744757	4.001208467
chr10	1992817	5.059607306	4.017706833
chr10	1998795	4.912383944	4.047953166
chr10	1998955	8.370693314	4.048739147
chr10	1998958	9.271639769	4.048764259
chr10	2003411	8.984868232	4.090050871
chr10	2003495	8.700225894	4.0908056
chr10	2003511	7.791444629	4.090944804
chr10	2004850	10.44883754	4.101377548
chr10	2004873	9.958308288	4.101617871
chr10	2009189	9.981021089	4.14459793
chr10	2009192	9.050269548	4.144627873
chr10	2009248	6.664338498	4.145134688
chr10	2009264	5.401715366	4.145241317
chr10	2009338	16.08939376	4.145641044
chr10	2009345	15.90110904	4.14575367
chr10	2009357	16.32383955	4.145944483
chr10	2009694	16.92243436	4.151445617
chr10	2009704	5.462890359	4.151614842
chr10	2009705	5.50866196	4.151620305
chr10	2009741	5.854888299	4.151818616
chr10	2019867	6.580147611	4.211105215
chr10	2025668	5.901531235	4.249276652
chr10	2116002	5.972478255	4.782385574
chr10	2160255	5.976127792	5.046685654
chr10	2171225	5.869920662	5.112243776
chr10	2171231	5.793883427	5.112278996
chr10	2171248	5.769000871	5.112377492
chr10	2171443	5.859682119	5.113502447
chr10	2171657	5.633630439	5.114756419
chr10	2171854	5.506941295	5.115866244
chr10	2171935	6.504777888	5.116312306
chr10	2177620	6.899122428	5.153291969
chr10	2177633	6.747513973	5.153381657
chr10	2177712	6.722923434	5.153914711
chr10	2177815	6.729735973	5.154607172
chr10	2177838	7.283708369	5.154761956
chr10	2177853	7.607759981	5.154871212
chr10	2177914	7.509535203	5.155335285
chr10	2190573	7.249786331	5.250398491
chr10	2190621	7.20401473	5.250746481
chr10	2190630	6.023539727	5.250811317
chr10	2191483	4.450036936	5.255949396
chr10	2192050	3.626689693	5.258472567
chr10	2192058	3.574058577	5.258501581
chr10	2192127	3.241677841	5.258748191
chr10	2192219	3.414245339	5.259046425
chr10	2192222	3.60606161	5.259056668
chr10	2194944	5.761578134	5.268872368
chr10	2194954	5.739798438	5.268929983
chr10	2195144	6.310634406	5.270020545
chr10	2195145	6.325799533	5.270026856
chr10	2195184	7.109728093	5.270273562
chr10	2197168	7.091435226	5.284379262
chr10	2197201	7.126031012	5.28461328
chr10	2197222	7.184454177	5.284762926
chr10	2197274	7.210590638	5.285136518
chr10	2197386	7.491712488	5.285944104
chr10	2197471	7.545164201	5.2865809
chr10	2198389	7.809625586	5.293507361
chr10	2198532	7.765771841	5.294624137
chr10	2198552	10.09445994	5.294779452
chr10	2198568	10.07372889	5.294940964
chr10	2198570	10.1124214	5.294961111
chr10	2198589	10.09105034	5.295153247
chr10	2198808	10.44983518	5.297363187
chr10	2200306	10.91310076	5.31301704
chr10	2200328	9.656386279	5.313257129
chr10	2200330	7.38433893	5.313276441
chr10	2200358	7.36266288	5.313483203
chr10	2200364	6.686633325	5.313527379
chr10	2200389	6.765322864	5.313694545
chr10	2200395	6.844033723	5.313735137
chr10	2200400	6.88339944	5.313769357
chr10	2200634	6.93315913	5.315380072
chr10	2200635	7.108088677	5.315387005
chr10	2200731	6.821885769	5.316069382
chr10	2200733	6.859960581	5.316083026
chr10	2200779	6.582254625	5.316398584
chr10	2200839	6.740328813	5.316793519
chr10	2200926	7.035378548	5.317379928
chr10	2200944	7.142872273	5.317506565
chr10	2201023	7.170750801	5.318070851
chr10	2201109	8.110554945	5.318687536
chr10	2201115	8.251590699	5.318736199
chr10	2201871	8.144143377	5.324974402
chr10	2201876	8.736301409	5.325015123
chr10	2201904	8.83455087	5.325259739
chr10	2201913	8.874491134	5.32533925
chr10	2201917	8.951314157	5.325374748
chr10	2201922	9.136302426	5.325419505
chr10	2201933	9.17623306	5.325520004
chr10	2201936	9.42424333	5.325547533
chr10	2202116	9.448388181	5.327243896
chr10	2202184	10.37492399	5.327886387
chr10	2206597	10.58364495	5.373670926
chr10	2206741	9.919260154	5.375194971
chr10	2206747	10.13673842	5.375254487
chr10	2206821	9.86441995	5.376004605
chr10	2206824	10.68123554	5.376034199
chr10	2206877	10.67973218	5.376600304
chr10	2206891	11.28627823	5.37674982
chr10	2207094	11.31414193	5.379040935
chr10	2207268	11.37213711	5.381009596
chr10	2209963	10.83988265	5.411657505
chr10	2213625	10.73450728	5.451353155
chr10	2213626	10.83244136	5.45136389
chr10	2214016	10.89011074	5.455588542
chr10	2214045	11.13977583	5.455904355
chr10	2223559	11.19025691	5.561888182
chr10	2223584	11.3827941	5.562167939
chr10	2224304	11.04684934	5.570363551
chr10	2229540	11.10130116	5.628204854
chr10	2230829	11.7548189	5.642514431
chr10	2268683	10.88356552	6.087481345
chr10	2268714	10.13763709	6.087818736
chr10	2293765	10.10967693	6.341776683
chr10	2293778	10.08841927	6.341908108
chr10	2294949	10.15691803	6.353721647
chr10	2305365	10.11727376	6.459516106
chr10	2305578	13.19153075	6.461671085
chr10	2305585	14.32786903	6.461763426
chr10	2305599	15.59719187	6.461964016
chr10	2305617	17.61714247	6.462244765
chr10	2305623	21.72899432	6.462350468
chr10	2305993	28.40077404	6.470390196
chr10	2306007	31.04035498	6.470787807
chr10	2306025	31.86007532	6.471346533
chr10	2306058	35.70732427	6.472397916
chr10	2306326	35.58923026	6.481967479
chr10	2307551	35.35635421	6.525564286
chr10	2307582	35.24982937	6.526660333
chr10	2307584	41.0600178	6.526730832
chr10	2307589	40.97175538	6.526936132
chr10	2307595	41.47616507	6.527181963
chr10	2309477	43.25199784	6.605240106
chr10	2309484	44.60682011	6.60554287
chr10	2309497	48.45514233	6.606122758
chr10	2309504	47.0946062	6.606461944
chr10	2309505	47.05669003	6.606509039
chr10	2309507	47.02524995	6.606603152
chr10	2309913	38.86097487	6.625695404
chr10	2309915	40.91215424	6.625773126
chr10	2310920	44.82601848	6.666889841
chr10	2313285	46.98945583	6.772903374
chr10	2313297	44.54953344	6.773467248
chr10	2313316	42.81746788	6.774313689
chr10	2313333	43.33452701	6.775041586
chr10	2314706	40.83877193	6.834539892
chr10	2314717	39.7436797	6.834989118
chr10	2314733	40.11560449	6.835625017
chr10	2314736	38.77627679	6.835745364
chr10	2314892	36.00466282	6.841794463
chr10	2314903	39.7451521	6.842190514
chr10	2314910	42.22419067	6.84246873
chr10	2316127	35.9263069	6.89385557
chr10	2316129	35.69018319	6.893927423
chr10	2316207	41.0187256	6.896711257
chr10	2316497	40.7323759	6.908606688
chr10	2316580	29.78391837	6.911987475
chr10	2316826	19.52209776	6.919314319
chr10	2316838	14.55287923	6.919548584
chr10	2316852	14.67490892	6.919752324
chr10	2322563	12.84273208	7.003560729
chr10	2322681	11.64295429	7.005076171
chr10	2322996	10.36328602	7.008743702
chr10	2323009	10.87910366	7.008878425
chr10	2323019	11.22364659	7.008987216
chr10	2323034	11.28606322	7.00915557
chr10	2323066	10.44227965	7.009516725
chr10	2323090	9.242521642	7.009767339
chr10	2327349	8.910145673	7.049131239
chr10	2327369	8.235353847	7.049309442
chr10	2327393	18.1833991	7.04950709
chr10	2327399	23.07832581	7.049616191
chr10	2328462	11.50527894	7.074148451
chr10	2328468	3.780577685	7.074217483
chr10	2328562	3.488874159	7.074572857
chr10	2328649	4.136241326	7.074876389
chr10	2328671	4.204526569	7.074967386
chr10	2328815	4.647740843	7.075572838
chr10	2348700	5.223818484	7.167993165
chr10	2348787	5.827564255	7.168447637
chr10	2349260	5.870987505	7.171204075
chr10	2349455	7.201966646	7.172348918
chr10	2349539	7.678351485	7.172953883
chr10	2350854	7.614752758	7.183050915
chr10	2353962	7.529111194	7.206717567
chr10	2355348	7.669640149	7.217152915
chr10	2355392	6.972249641	7.217490379
chr10	2355394	8.589027805	7.217504323
chr10	2355461	9.816901323	7.218079788
chr10	2355465	9.732271853	7.218119056
chr10	2355485	9.811766558	7.218313701
chr10	2355501	12.11578	7.218470689
chr10	2355689	14.32403377	7.220748456
chr10	2359169	10.62772109	7.270596094
chr10	2359578	6.920680753	7.274942832
chr10	2359673	6.147254063	7.275600296
chr10	2373598	5.419584143	7.361200809
chr10	2373638	5.755111488	7.361417592
chr10	2374282	5.790011287	7.365123884
chr10	2374438	5.325273599	7.366027126
chr10	2374445	5.715215909	7.366064403
chr10	2374477	6.076476483	7.36624729
chr10	2374483	5.25908662	7.366283749
chr10	2379308	5.212443683	7.391658842
chr10	2379469	5.370490449	7.392498045
chr10	2379529	5.432687563	7.392820274
chr10	2385063	5.027560504	7.422884767
chr10	2385479	4.928085676	7.424976233
chr10	2385830	4.746265621	7.426705991
chr10	2385866	5.198275167	7.426876856
chr10	2385938	11.69270108	7.427251132
chr10	2385978	12.26334069	7.42771884
chr10	2386023	21.55801664	7.42827069
chr10	2386528	11.18154577	7.439157489
chr10	2387181	11.90564949	7.446459038
chr10	2389037	11.83708608	7.468555924
chr10	2389054	11.74950403	7.468757154
chr10	2389089	11.29703389	7.469168387
chr10	2389250	11.14950391	7.470987209
chr10	2389305	10.71476368	7.471600432
chr10	2389363	10.50329103	7.472221888
chr10	2389366	10.95755818	7.472253398
chr10	2389369	11.28296919	7.472286271
chr10	2389404	11.3139598	7.472681175
chr10	2389576	11.49968723	7.474627176
chr10	2389696	11.56180141	7.476007138
chr10	2391397	11.99836923	7.495673762
chr10	2391453	13.90318922	7.496345671
chr10	2395026	13.02352477	7.546021766
chr10	2396265	14.3257854	7.562157913
chr10	2396268	13.23437557	7.562200891
chr10	2397105	13.39534359	7.573278063
chr10	2397517	13.14190568	7.578796945
chr10	2397806	13.20804638	7.582594955
chr10	2398003	13.41250519	7.585196941
chr10	2398019	12.67751496	7.585411541
chr10	2398101	12.46167537	7.586451097
chr10	2398170	12.82014783	7.587310952
chr10	2398404	12.28894596	7.590310867
chr10	2402946	12.33495406	7.64612726
chr10	2411696	11.82738936	7.754058108
chr10	2411790	13.50517285	7.755169882
chr10	2411791	13.29150188	7.755183387
chr10	2412162	11.40982218	7.760114535
chr10	2412411	13.4382519	7.76295558
chr10	2413803	13.49288983	7.781661627
chr10	2413842	12.68207952	7.78218785
chr10	2414070	8.576518821	7.785079364
chr10	2414197	8.6430335	7.786168582
chr10	2463312	8.781599221	8.210671172
chr10	2463424	8.805528862	8.211654711
chr10	2463438	8.873855373	8.211777989
chr10	2463655	8.82017239	8.213703615
chr10	2464353	8.791980935	8.219860096
chr10	2464438	8.937590481	8.220607414
chr10	2464535	8.986410162	8.22147436
chr10	2464651	8.907528731	8.222516784
chr10	2464667	8.991685756	8.222659304
chr10	2466510	8.657996746	8.239230981
chr10	2489581	9.915714681	8.438979624
chr10	2489582	9.899812336	8.43898954
chr10	2489611	10.04514552	8.439276634
chr10	2489829	10.2914387	8.441466476
chr10	2489948	10.33306506	8.442691157
chr10	2492754	48.99734981	8.471685738
chr10	2492837	48.95878345	8.475752518
chr10	2492861	10.21192116	8.476927529
chr10	2492873	10.28501301	8.477050072
chr10	2492919	10.99199986	8.477523182
chr10	2492936	11.03960771	8.477710046
chr10	2492939	10.84783114	8.477743165
chr10	2492952	15.0031358	8.477884187
chr10	2493968	16.08734179	8.493127373
chr10	2494804	13.85290482	8.506576391
chr10	2494877	11.71791108	8.507587653
chr10	2495737	11.77622587	8.517665056
chr10	2496937	10.78455374	8.531796527
chr10	2501578	8.769906172	8.581847641
chr10	2501924	7.316690908	8.584882029
chr10	2510273	7.364727935	8.645969081
chr10	2510865	7.134603022	8.650329
chr10	2513726	6.957082745	8.670741099
chr10	2522401	6.810726328	8.731093792
chr10	2522985	6.746847263	8.735071256
chr10	2523006	11.59648238	8.73521294
chr10	2523012	68.35912143	8.735282519
chr10	2523056	68.27533871	8.73829032
chr10	2523937	75.29552658	8.798440894
chr10	2523981	79.07725099	8.801753897
chr10	2523984	79.02483613	8.801991129
chr10	2525043	79.07959184	8.88567843
chr10	2525067	5.802250583	8.88757634
chr10	2525087	5.859807641	8.887692385
chr10	2527950	6.107360155	8.904469015
chr10	2554439	6.107148403	9.066246878
chr10	2554451	13.79228158	9.066320163
chr10	2554967	5.858851735	9.073436981
chr10	2554989	5.949510974	9.073565875
chr10	2555052	6.014189162	9.073940695
chr10	2555061	6.102297935	9.073994822
chr10	2555123	6.701038764	9.074373165
chr10	2555143	6.184700883	9.074507186
chr10	2555157	6.347301934	9.074593771
chr10	2560566	6.276697121	9.108926328
chr10	2560601	6.425968987	9.109146012
chr10	2579860	6.675225952	9.232903749
chr10	2579878	6.794780477	9.233023903
chr10	2579905	6.77844293	9.233207362
chr10	2583356	15.06868301	9.256599768
chr10	2584105	15.44540846	9.267886212
chr10	2584424	15.39808249	9.272813297
chr10	2586685	15.41738764	9.307628362
chr10	2586693	11.69511544	9.307751701
chr10	2588204	10.02420285	9.32542302
chr10	2589086	9.301618653	9.334264367
chr10	2589333	9.258674605	9.336561867
chr10	2589403	7.283562278	9.337209974
chr10	2589414	9.373938568	9.337290093
chr10	2589440	9.283717164	9.337533816
chr10	2589445	9.226992451	9.337580234
chr10	2594213	9.159599781	9.381574534
chr10	2596465	8.524354209	9.402201953
chr10	2596471	5.909566178	9.402253099
chr10	2596918	5.954975839	9.404894675
chr10	2597721	5.775380954	9.409676521
chr10	2598151	5.824231861	9.412159935
chr10	2600605	10.90774419	9.4264526
chr10	2600659	9.713666718	9.427041618
chr10	2602053	4.969644136	9.440582469
chr10	2602068	5.106378635	9.440657014
chr10	2602617	5.142384369	9.443460416
chr10	2602650	5.239141712	9.443630115
chr10	2602656	5.383394861	9.443661549
chr10	2604636	5.424901041	9.454320671
chr10	2604780	5.60289314	9.455101857
chr10	2604795	5.640987404	9.4551859
chr10	2640611	5.928354781	9.657223505
chr10	2640641	5.987471611	9.657401356
chr10	2640661	6.114811868	9.657521105
chr10	2640666	6.16780637	9.657551679
chr10	2679359	6.106305173	9.896202611
chr10	2682880	6.057350878	9.917702912
chr10	2682907	8.762573799	9.91786646
chr10	2682908	11.62039313	9.917875223
chr10	2682913	11.57848956	9.917933325
chr10	2682940	16.58543409	9.918245944
chr10	2683417	25.5914106	9.926157196
chr10	2684283	47.99871575	9.948319358
chr10	2684397	7.488950337	9.953791211
chr10	2686456	5.062717487	9.96921096
chr10	2686653	5.197496375	9.970208315
chr10	2688070	5.156036745	9.977573168
chr10	2688097	5.060222868	9.977712381
chr10	2701589	5.15564214	10.04598491
chr10	2701599	5.438955773	10.04603646
chr10	2704390	5.356991036	10.06121659
chr10	2704391	5.602950142	10.06122195
chr10	2712151	5.702687272	10.10470084
chr10	2712312	6.529197786	10.10561897
chr10	2712402	6.510613519	10.1062066
chr10	2712450	6.450046371	10.10651911
chr10	2712559	8.025408264	10.10722216
chr10	2712676	8.966772809	10.10816114
chr10	2713502	8.893397208	10.11556769
chr10	2714040	8.843856581	10.12035234
chr10	2714186	11.47063772	10.12164354
chr10	2714303	11.55017452	10.12298561
chr10	2714370	11.536474	10.12375947
chr10	2714423	12.94000194	10.1243709
chr10	2714739	13.54810487	10.12845994
chr10	2714743	15.28542141	10.12851414
chr10	2715221	13.73004671	10.13582057
chr10	2715225	13.62029145	10.13587549
chr10	2715284	13.65025163	10.13667908
chr10	2716030	14.09219772	10.14686217
chr10	2716037	14.02691225	10.14696082
chr10	2717373	8.233635797	10.16570077
chr10	2717531	8.254114513	10.16700169
chr10	2717594	8.1112182	10.1675217
chr10	2717610	7.67984659	10.16765147
chr10	2717619	7.618982668	10.16772059
chr10	2717627	6.11194108	10.16778155
chr10	2718076	6.076678661	10.17052581
chr10	2718569	5.899439363	10.17352161
chr10	2718581	5.863907925	10.1735924
chr10	2718643	5.828395381	10.17395597
chr10	2718795	9.742002972	10.17484188
chr10	2718798	11.49295858	10.17487111
chr10	2718808	11.89791542	10.17498604
chr10	2718820	12.06077341	10.17512881
chr10	2719537	12.75607254	10.18377639
chr10	2719562	13.09839643	10.18409529
chr10	2719585	13.87512786	10.18439655
chr10	2724679	12.35865479	10.25507645
chr10	2724683	11.65546059	10.25512589
chr10	2724687	9.15293653	10.25517251
chr10	2724706	9.119179447	10.25534641
chr10	2724708	7.998809759	10.25536465
chr10	2728218	11.97177015	10.28344048
