Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr8	2235007	3.032556575	3.779233636
chr8	2235024	3.058640435	3.779285189
chr8	2235779	3.08494271	3.781594463
chr8	2273927	3.054754506	3.899278857
chr8	2274014	3.089746254	3.899544621
chr8	2363008	2.947991016	4.174513499
chr8	2367783	2.930254437	4.188590156
chr8	2367904	2.900221239	4.188944717
chr8	2375051	3.063118264	4.209672598
chr8	2376179	2.980070767	4.213127795
chr8	2376239	2.993341325	4.2133066
chr8	2376339	3.03610122	4.213605934
chr8	2376582	2.76387604	4.214343706
chr8	2376616	2.688928085	4.214437678
chr8	2376620	2.750534831	4.214448434
chr8	2388999	2.382247102	4.248497304
chr8	2389007	2.344880394	4.248516362
chr8	2389185	2.309888646	4.248933751
chr8	2389527	2.221475792	4.249723733
chr8	2389635	2.156641912	4.249963652
chr8	2389637	2.128590692	4.249967966
chr8	2389707	13.7965733	4.250116967
chr8	2389728	13.93728476	4.250406695
chr8	2389746	14.02205542	4.250657566
chr8	2390403	2.734010579	4.259870057
chr8	2420876	2.943839435	4.343183561
chr8	2420885	2.953489462	4.343210056
chr8	2420939	3.036892099	4.343369544
chr8	2423279	3.046769853	4.350475872
chr8	2447288	3.230419692	4.423625769
chr8	2447644	3.242041438	4.424775798
chr8	2447701	4.284208229	4.424960595
chr8	2447731	5.39494694	4.425089121
chr8	2470558	5.218631824	4.548239575
chr8	2470561	4.622860953	4.548255231
chr8	2470587	4.580101058	4.548375425
chr8	2470636	4.585803613	4.54859985
chr8	2470641	4.000158022	4.548622779
chr8	2470753	2.954442291	4.549070797
chr8	2472671	2.76732901	4.554737417
chr8	2489423	2.756445878	4.601095713
chr8	2489425	2.431079857	4.601101225
chr8	2489452	2.482021534	4.601166865
chr8	2489461	2.521693477	4.601189203
chr8	2489462	2.510813695	4.601191725
chr8	2489470	2.626269599	4.601211811
chr8	2489473	2.617289001	4.60121969
chr8	2489748	2.586853358	4.601939444
chr8	2508871	2.606261618	4.651407841
chr8	2508907	2.725282761	4.651501667
chr8	2519146	2.781334092	4.679405837
chr8	2521991	2.76839893	4.687318732
chr8	2521994	2.767576063	4.687327037
chr8	2550354	2.537371783	4.765815495
chr8	2590154	2.507967534	4.866802892
chr8	2590811	2.468200465	4.868450626
chr8	2590814	2.440040657	4.868458031
chr8	2591045	1.91888446	4.86902168
chr8	2591119	1.89418401	4.869163678
chr8	2591128	1.759087703	4.869180725
chr8	2592186	1.736560707	4.87104184
chr8	2592217	1.747478318	4.871095673
chr8	2593260	1.481267112	4.872918293
chr8	2599111	1.420037439	4.881585187
chr8	2620846	1.766999256	4.912449701
chr8	2620856	2.070710825	4.912467371
chr8	2620871	1.943926361	4.912498432
chr8	2654875	2.386952239	4.978599704
chr8	2654878	2.951742772	4.978606864
chr8	2654884	3.632545924	4.978624575
chr8	2654920	4.066059856	4.978755347
chr8	2657737	4.089208735	4.990209437
chr8	2657745	4.146546392	4.990242151
chr8	2657771	4.206187875	4.990349961
chr8	2705386	4.180994042	5.190627597
chr8	2706194	4.05674847	5.19400584
chr8	2720448	3.494211206	5.251830733
chr8	2720546	3.475691719	5.252173165
chr8	2720840	3.418449473	5.253195019
chr8	2721185	3.495580056	5.254374384
chr8	2721663	3.500286913	5.256045271
chr8	2721781	3.527950333	5.256458305
chr8	2721803	3.490429247	5.25653592
chr8	2721896	3.540757322	5.25686053
chr8	2722408	3.438450968	5.258673397
chr8	2723522	3.390254613	5.262503832
chr8	2725270	3.154747326	5.268429997
chr8	2725342	3.733134926	5.268657139
chr8	2725370	3.809131016	5.268761666
chr8	2725392	3.741384407	5.268845467
chr8	2726499	3.685117868	5.27298718
chr8	2727550	3.673187771	5.276860239
chr8	2727555	3.64317895	5.276878605
chr8	2727592	3.587751286	5.277013402
chr8	2727604	4.244733077	5.277056455
chr8	2727614	4.003029519	5.277098903
chr8	2728031	3.945691862	5.278768166
chr8	2728162	3.817198405	5.279285052
chr8	2731899	2.501788356	5.293549922
chr8	2731910	2.147357254	5.293577442
chr8	2731984	1.540607086	5.293736346
chr8	2731985	1.569665507	5.293737887
chr8	2732011	1.595676876	5.293778698
chr8	2732164	1.677020935	5.294022837
chr8	2732165	1.555392411	5.294024514
chr8	2732239	1.810981574	5.294139613
chr8	2785855	1.799078363	5.391237201
chr8	2831059	6.727961562	5.472562739
chr8	2831063	6.503116904	5.472589651
chr8	2831071	6.269799962	5.472641676
chr8	2831212	6.192697462	5.473525718
chr8	2831230	6.08859276	5.473637186
chr8	2831270	6.547496762	5.47388073
chr8	2831429	6.892557611	5.474921782
chr8	2831438	6.851962544	5.474983815
chr8	2831444	6.829137246	5.475024927
chr8	2831829	6.836751251	5.477654145
chr8	2831842	4.17682787	5.477743022
chr8	2831863	4.186533465	5.477830736
chr8	2831873	4.211130694	5.477872601
chr8	2833419	4.230321335	5.484383009
chr8	2833490	2.89722898	5.484683362
chr8	2833493	2.856207308	5.484692054
chr8	2835662	2.870374076	5.490887167
chr8	2837039	2.918179593	5.494839672
chr8	2837047	2.891069765	5.494863018
chr8	2837979	2.916102124	5.497557495
chr8	2838504	2.888960666	5.499088448
chr8	2838531	2.964363211	5.49916645
chr8	2838534	3.015183954	5.499175343
chr8	2838564	3.056672594	5.499265799
chr8	2838633	3.08156933	5.499476709
chr8	2838667	2.668525114	5.499581483
chr8	2838691	2.030272761	5.499645527
chr8	2841243	2.206244208	5.504826783
chr8	2842084	2.443658662	5.506682235
chr8	2842148	2.541110037	5.506838629
chr8	2842166	2.670448585	5.506884369
chr8	2842283	3.001512351	5.507196811
chr8	2842463	3.134628407	5.507737084
chr8	2865119	4.891409829	5.578755225
chr8	2867377	3.153515168	5.589800028
chr8	2867462	3.188628801	5.590068077
chr8	2873804	3.144263388	5.610290361
chr8	2873857	3.123436859	5.610457007
chr8	2897987	3.248526359	5.685825538
chr8	2898061	3.379058161	5.686065929
chr8	2898139	3.452076617	5.686329496
chr8	2952569	3.476068346	5.874226026
chr8	2952572	4.988793924	5.874236454
chr8	2952606	7.459703015	5.874406073
chr8	2952637	9.231078855	5.874637324
chr8	2953218	9.280983315	5.880000581
chr8	2953263	10.47091214	5.880418225
chr8	2953331	19.76163203	5.881130247
chr8	2956464	19.80797824	5.94304344
chr8	2957427	15.21189778	5.962118523
chr8	2957477	13.49048415	5.962879118
chr8	2958992	50.24489489	5.983317202
chr8	2959011	47.99341308	5.984271855
chr8	2959097	9.612131076	5.988399288
chr8	2959128	9.194699699	5.988697264
chr8	2959135	9.220024804	5.988761627
chr8	2961391	7.540143766	6.009562003
chr8	2961399	5.87821421	6.009622324
chr8	2961547	5.417076519	6.0104923
chr8	2962390	4.578661457	6.015058895
chr8	2995654	4.473167857	6.16736349
chr8	2995706	4.413045617	6.167596095
chr8	2995714	4.368612244	6.167631399
chr8	2998972	4.386741178	6.181864338
chr8	3000162	4.398502321	6.18708456
chr8	3000261	4.391345818	6.187520012
chr8	3000503	4.539601715	6.188582717
chr8	3000537	4.243199784	6.188737064
chr8	3000541	4.570823328	6.188754037
chr8	3033780	4.983187455	6.340683633
chr8	3033819	5.400288946	6.340877978
chr8	3033973	5.039461412	6.341709622
chr8	3043419	4.578216852	6.389312375
chr8	3043481	4.147671667	6.389596224
chr8	3043482	4.054536552	6.389600372
chr8	3043553	3.551025922	6.389888244
chr8	3043608	3.472758967	6.39008355
chr8	3088209	3.596622829	6.544972073
chr8	3088612	3.565531681	6.546421512
chr8	3092927	3.256089223	6.561806781
chr8	3092940	3.550845624	6.56184911
chr8	3092992	3.987550947	6.562033754
chr8	3093014	3.852928475	6.56212148
chr8	3093131	3.869268352	6.562572273
chr8	3093370	3.974971406	6.563497028
chr8	3093376	4.031149804	6.563520878
chr8	3093378	3.940854979	6.56352894
chr8	3094764	4.591716145	6.568990965
chr8	3094877	4.817091241	6.569509829
chr8	3095119	5.025615329	6.570675565
chr8	3095640	5.057963519	6.573293911
chr8	3118267	5.036719743	6.687740451
chr8	3118273	4.985725682	6.687770672
chr8	3120083	4.897395927	6.696794835
chr8	3120114	5.025941914	6.696946654
chr8	3120133	5.449866467	6.697042147
chr8	3120144	5.402600742	6.697102096
chr8	3120166	5.695578877	6.697220953
chr8	3120278	5.73590019	6.697858858
chr8	3120545	5.675494589	6.699390343
chr8	3120690	5.666320201	6.70021329
chr8	3120745	5.542456339	6.700524938
chr8	3121324	5.55128546	6.70373402
chr8	3121465	5.670853889	6.704516751
chr8	3121808	5.821137363	6.706461854
chr8	3121845	5.832316006	6.706677236
chr8	3122021	5.835228785	6.707703724
chr8	3122029	5.859869779	6.707750405
chr8	3122113	5.833779109	6.708242635
chr8	3122122	5.809301994	6.708295139
chr8	3122180	5.894248552	6.708632078
chr8	3122196	5.994326155	6.708726386
chr8	3122218	6.067323449	6.708858261
chr8	3123329	6.071105179	6.715599058
chr8	3156052	5.624573541	6.914263832
chr8	3156081	5.184000143	6.914426945
chr8	3156091	5.098561484	6.914478785
chr8	3156099	4.427900281	6.914519573
chr8	3169615	4.470709874	6.974367074
chr8	3169622	4.128407637	6.974398369
chr8	3173743	4.182502329	6.991411536
chr8	3173825	3.837682107	6.991754502
chr8	3174030	3.819421786	6.992541227
chr8	3174075	3.842247472	6.9927131
chr8	3174127	3.768747816	6.992912897
chr8	3174158	3.749717393	6.993029729
chr8	3174168	3.772575316	6.993067226
chr8	3174195	3.782729376	6.993169085
chr8	3174252	3.764006016	6.993384701
chr8	3174272	3.776959162	6.993459981
chr8	3174437	3.789847972	6.994083179
chr8	3174438	3.792875449	6.994086969
chr8	3177039	4.413186304	7.003952238
chr8	3177426	4.35929938	7.005660141
chr8	3177810	4.395647736	7.007334112
chr8	3178935	4.386755077	7.012279216
chr8	3179448	4.475780397	7.014529621
chr8	3182250	4.553641024	7.027070758
chr8	3183310	3.974450968	7.031897617
chr8	3183335	4.034398511	7.031996979
chr8	3183341	4.047740567	7.032021185
chr8	3183349	4.087130994	7.032053567
chr8	3220223	3.309073652	7.182762435
chr8	3220226	3.205953782	7.182772362
chr8	3220230	3.296620765	7.182785186
chr8	3220240	3.067924253	7.182818152
chr8	3220251	3.038342443	7.1828519
chr8	3220276	2.89975173	7.182927858
chr8	3220285	2.913855582	7.182953956
chr8	3220288	2.881749892	7.182962698
chr8	3220319	2.791094868	7.183052032
chr8	3220329	3.092214501	7.183079943
chr8	3220422	3.259096695	7.183367519
chr8	3246860	3.232914037	7.269531517
chr8	3247091	2.091657625	7.27027832
chr8	3247096	1.640154035	7.270288779
chr8	3247100	1.652833586	7.270295339
chr8	3247139	1.760384676	7.2703598
chr8	3247166	2.095696152	7.27040733
chr8	3248090	2.27981724	7.272343753
chr8	3248258	2.495465047	7.272726763
chr8	3265825	2.513676683	7.316564597
chr8	3265918	2.718652757	7.316798369
chr8	3285579	2.451246084	7.370249801
chr8	3285591	2.277545212	7.370279216
chr8	3285659	2.238154785	7.370434089
chr8	3285925	2.26079259	7.371029438
chr8	3285948	2.242135346	7.371081436
chr8	3298439	2.213824203	7.399087949
chr8	3325567	2.240616083	7.459144572
chr8	3325570	2.189264325	7.459151294
chr8	3339769	1.652868361	7.490236658
chr8	3350395	1.639732098	7.507800037
chr8	3350397	1.611088614	7.507803317
chr8	3350476	1.577976125	7.507930593
chr8	3350575	1.610110487	7.508086812
chr8	3350632	1.571076785	7.508178588
chr8	3350691	1.598414817	7.508271282
chr8	3350847	1.574360222	7.508520635
chr8	3350851	1.52773217	7.508526932
chr8	3350911	1.646807837	7.508618596
chr8	3351052	1.5831059	7.508850796
chr8	3351074	1.570060013	7.508885624
chr8	3351080	1.525904253	7.508895045
chr8	3351515	1.559251112	7.509558813
chr8	3351633	1.720547661	7.509742805
chr8	3351748	1.962630402	7.509940668
chr8	3411913	1.992059602	7.628022326
chr8	3424205	1.986681213	7.652508722
chr8	3472367	1.686642775	7.748191263
chr8	3472382	1.654924788	7.748216563
chr8	3472465	1.588523921	7.748353921
chr8	3475983	1.556115118	7.753942349
chr8	3475987	1.206727963	7.753948573
chr8	3475995	1.208144082	7.753958227
chr8	3482357	1.234517623	7.761644439
chr8	3482516	1.231824727	7.761840728
chr8	3484402	1.256533051	7.764163949
chr8	3485396	1.10600407	7.765412943
chr8	3486307	1.140857519	7.766420513
chr8	3487026	1.127856862	7.767240789
chr8	3487114	1.094227766	7.767340041
chr8	3487271	1.064673391	7.767511835
chr8	3487334	1.084484302	7.767578909
chr8	3487529	1.086859968	7.767790383
chr8	3488808	1.171465851	7.769180477
chr8	3488809	1.180205024	7.769181649
chr8	3488824	1.276343266	7.769199352
chr8	3488896	1.293888318	7.769291249
chr8	3503799	1.300662729	7.788574066
chr8	3506025	1.286558878	7.791469341
chr8	3506029	1.376002858	7.791474488
chr8	3506114	1.425604748	7.791591448
chr8	3548853	1.671185342	7.852520369
chr8	3548885	2.21869524	7.852573847
chr8	3548932	2.291963374	7.852678126
chr8	3548997	2.64840521	7.852827103
chr8	3549003	3.300510614	7.852842994
chr8	3551210	3.442089155	7.860127221
chr8	3551235	3.489034634	7.860213273
chr8	3551313	3.583393738	7.860485418
chr8	3551328	3.746430437	7.860539169
chr8	3571084	3.687294479	7.934553648
