taxon	chr	start	end
13FL992355:250308205	1	2780108	2809911
14FL991060:250410286	1	2782444	2809911
14FL991867:250411162	1	2782228	2809911
13FL991680:250306300	1	2782249	2809921
13FL992118:250323807	1	2782249	2809921
14FL991131:250410382	1	2782249	2809921
14FL992590:250411859	1	2782369	2809921
14FL992595:250411861	1	2782198	2809921
13FL992380:250308228	1	2782201	2809945
14FL991534:250410836	1	2782144	2809945
14FL992125:250411433	1	2782201	2809945
14FL992798:250412096	1	2782583	2809945
13FL991373:250308590	1	2782228	2810058
13FL991940:250307721	1	2782202	2810058
14FL990988:250410195	1	2782676	2810058
14FL991543:250410842	1	2782583	2810058
14FL992836:250412116	1	2782252	2810058
13FL991438:250349573	1	2810058	2816120
14FL992735:250412046	1	2810058	2816120
14FL991052:250410278	1	2810058	2816252
13FL992303:250308154	1	2818835	2819626
13FL992565:250308463	1	2810058	2819626
13FL990420:250294662	1	2812661	2820179
13FL991469:250349601	1	2810058	2820179
13FL992499:250308402	1	2810058	2820519
14FL992151:250411449	1	2810058	2820531
13FL992441:250308317	1	2809945	2827418
13FL992917:250426774	1	2819626	2827418
14FL991092:250410317	1	2810058	2827418
14FL991877:250411171	1	2782444	2827418
14FL992443:250411718	1	2782202	2827418
14FL991945:250411224	1	2820532	2829109
14FL991182:250410429	1	2820531	2829516
13FL990673:250294970	1	2820519	2829566
13FL990007:250304337	1	2812661	2869585
13FL992774:250308848	1	2829566	2869585
14FL992846:250412152	1	2829539	2869585
14FL990899:250410086	1	2816252	2869915
14FL991889:250411179	1	2816252	2869915
13FL991495:250349627	1	2829566	2870204
14FL990778:250409955	1	2816252	2870204
14FL992307:250411583	1	2829539	2870204
13FL990163:250294375	1	2816252	2870205
14FL991822:250411092	1	2820531	2870205
13FL990248:250323652	1	2829539	2870270
13FL992612:250308664	1	2829539	2872356
13FL992908:250308990	1	2829539	2881822
14FL990001:250407963	1	2829566	2881822
13FL992450:250308326	1	2829566	2881834
13FL992736:250308810	1	2820519	2882836
14FL992106:250411418	1	2829566	2882836
14FL992033:250411329	1	2829516	2882845
14FL992195:250411482	1	2829566	2882845
14FL990475:250409638	1	2829516	2882857
14FL991142:250410392	1	2820179	2882857
13FL991830:250307591	1	2829112	2883722
13FL991605:250306200	1	2829566	2888479
13FL992532:250308431	1	2888479	2894932
13FL992898:250308980	1	2888479	2894932
13FL992991:250426844	1	2895671	2896131
14FL991963:250411267	1	2895353	2896390
13FL991909:250307691	1	2895353	2896708
14FL991044:250410271	1	2896708	2935031
14FL992750:250412059	1	2896708	2935031
13FL992776:250308850	1	2896708	2935065
14FL991147:250410396	1	2896131	2935065
14FL992995:250426641	1	2895189	2935284
14FL991460:250410772	1	2935308	3032747
14FL991725:250411019	1	2896131	3033212
13FL991347:250308565	1	2935308	3035772
13FL990446:250294719	1	2959578	3035787
13FL990641:250294910	1	2959578	3035787
13FL992298:250426772	1	2959578	3035787
13FL992669:250308716	1	2935274	3035787
14FL990529:250409678	1	2973022	3035787
14FL990573:250409752	1	2935031	3035787
14FL991184:250410431	1	2959680	3035787
14FL991599:250410915	1	2959680	3035787
14FL991840:250411138	1	2973049	3035787
14FL991918:250411201	1	2959556	3035787
14FL992022:250411318	1	2959578	3035787
13FL992099:250307915	1	2971796	3037197
13FL992697:250308743	1	2959556	3037290
14FL990069:250408012	1	2976744	3037290
14FL990999:250410205	1	2959556	3037290
14FL991668:250410952	1	2935031	3037290
13FL990725:250295018	1	2935269	3052003
13FL990967:250307207	1	2935269	3052003
13FL991364:250308580	1	2935269	3052003
13FL992901:250308983	1	2935269	3052003
14FL991078:250410303	1	2959680	3052003
14FL991986:250411288	1	2959556	3052003
13FL991195:250305857	1	2895370	3052015
13FL991405:250349545	1	2895353	3052015
13FL991428:250349563	1	2895353	3052015
13FL991527:250306131	1	2895353	3052015
13FL990354:250294602	1	2959680	3052069
13FL991011:250307274	1	2973084	3052069
13FL991065:250307328	1	2935065	3052069
13FL991222:250305882	1	2935065	3052069
13FL992551:250308450	1	2973084	3052069
14FL990379:250409518	1	2935269	3052069
14FL990932:250410143	1	2895370	3052069
14FL992925:250412212	1	2959578	3052069
13FL990041:250304370	1	2971543	3052092
13FL990059:250304386	1	2959680	3052092
13FL990240:250426763	1	2959556	3052092
13FL991220:250305881	1	2959556	3052092
13FL991662:250306283	1	2959680	3052092
13FL992084:250307902	1	2976744	3052092
13FL992733:250308807	1	2959578	3052092
13FL992849:250308945	1	2935031	3052092
14FL990074:250408016	1	2971543	3052092
14FL990844:250410039	1	2935269	3052092
14FL991009:250410210	1	2959578	3052092
14FL991086:250410311	1	2935274	3052092
14FL991759:250411042	1	2935284	3052092
14FL991815:250411086	1	2935308	3052092
14FL991934:250411214	1	2973022	3052092
13FL990178:250294386	1	2935110	3095410
13FL992815:250308916	1	3052069	3095410
14FL990122:250408055	1	2896436	3095410
14FL991805:250411077	1	3035787	3095410
13FL990889:250307142	1	3052092	3095456
13FL992318:250308170	1	2935031	3095566
13FL990633:250294904	1	3035772	3095615
14FL991681:250410963	1	2894737	3095615
13FL991087:250307379	1	3052172	3105621
13FL992996:250426849	1	2959578	3105671
14FL990155:250409255	1	2973015	3117442
14FL990261:250409388	1	3105621	3117442
14FL991812:250411083	1	2935031	3117442
14FL992597:250411863	1	3095410	3117442
13FL990341:250294589	1	3052172	3117474
13FL990397:250294641	1	3037290	3117474
13FL992109:250323799	1	3095410	3117474
14FL990080:250408022	1	3052092	3117474
14FL991445:250410755	1	3105671	3117527
13FL991231:250305891	1	3052015	3117593
13FL990781:250426767	1	2959680	3117669
13FL991295:250308521	1	2959556	3117669
14FL990616:250409784	1	3052092	3122817
14FL992641:250411936	1	3095611	3122817
13FL990152:250294366	1	3105671	3123937
13FL990996:250307260	1	3105671	3123937
13FL991334:250426675	1	3122793	3123937
14FL990383:250409522	1	3117669	3123937
14FL991300:250410558	1	3095410	3123937
14FL991377:250410660	1	3095566	3123937
14FL991575:250410896	1	3095410	3123937
13FL991815:250307577	1	3123937	3171884
13FL992071:250323767	1	3122936	3172935
13FL992124:250323813	1	3095615	3172935
14FL992030:250411326	1	3123937	3172935
14FL992913:250412202	1	3123937	3172935
13FL990671:250294968	1	3123937	3173094
13FL991309:250308534	1	3123937	3173094
14FL990515:250409671	1	3123937	3173094
14FL992573:250411848	1	2973022	3173094
13FL990331:250323727	1	3123273	3173425
13FL990349:250294597	1	3123937	3173425
13FL990712:250295007	1	3123937	3173425
13FL991440:250426687	1	3123937	3173425
13FL991906:250307688	1	3123937	3173425
13FL991918:250307699	1	3123273	3173425
13FL992819:250308920	1	3123937	3173425
13FL992829:250308929	1	3123937	3173425
14FL991151:250410400	1	3123937	3173425
14FL991669:250410953	1	3123937	3173425
14FL992636:250411931	1	3123937	3173425
14FL992645:250411940	1	3117669	3173425
14FL992770:250412074	1	3123937	3173425
14FL992884:250412180	1	3124352	3173425
13FL990536:250294798	1	3123273	3173520
13FL990556:250294846	1	3095611	3173520
13FL992552:250308451	1	3123937	3173520
14FL991570:250410893	1	3123937	3173520
14FL992360:250411652	1	3123937	3173520
14FL992832:250412114	1	3123937	3173520
13FL991254:250305914	1	3123937	3173681
14FL991870:250411165	1	3123937	3173681
14FL992797:250412095	1	3095615	3173681
14FL992977:250412242	1	3095615	3173681
13FL990261:250323664	1	3123937	3174545
13FL990825:250307051	1	3173520	3174545
13FL991392:250426679	1	3122936	3174545
14FL992128:250411435	1	3095615	3174545
13FL991333:250308553	1	3122936	3174591
14FL991506:250410812	1	3174733	3178710
14FL991537:250410838	1	3175659	3178710
13FL990924:250307175	1	3178710	3225878
13FL991252:250305912	1	3178710	3225878
13FL992294:250308150	1	3178710	3225878
13FL992991:250426844	1	3174545	3225878
14FL990860:250410052	1	3174150	3225878
14FL991536:250410837	1	3175659	3225878
14FL991577:250410900	1	3178710	3225878
13FL990236:250323641	1	3178710	3225885
13FL992732:250308806	1	3175659	3225959
14FL991951:250411226	1	3178710	3230373
13FL990484:250294752	1	3178710	3230447
13FL991431:250349566	1	3174150	3230447
13FL990227:250323633	1	3230447	3273040
13FL991843:250307634	1	3174545	3273040
13FL992003:250307811	1	3230447	3273040
13FL992391:250308268	1	3230447	3273040
14FL991893:250411183	1	3174545	3273040
13FL991320:250308544	1	3230447	3273190
14FL990498:250409657	1	3174545	3284265
14FL990666:250409826	1	3230373	3284265
13FL992326:250308176	1	3225885	3284332
13FL992908:250308990	1	2895370	3284340
13FL990429:250294671	1	3230447	3286254
13FL992958:250426815	1	3230447	3290173
14FL990282:250409406	1	3230447	3290173
14FL990411:250409546	1	3230447	3290173
14FL990662:250409822	1	3230447	3290173
14FL991281:250410541	1	3230447	3290173
14FL991339:250410591	1	3225878	3290173
14FL991992:250411294	1	3178710	3290173
13FL990892:250307145	1	3230447	3290219
13FL991255:250305916	1	3230447	3290219
13FL992967:250426823	1	3225878	3290219
14FL990199:250409296	1	3225959	3290219
14FL990441:250409575	1	3230447	3290219
14FL991620:250410921	1	3225959	3290219
13FL990856:250307079	1	3052337	3290240
14FL991616:250410918	1	3178710	3290240
14FL991645:250410937	1	3225959	3290240
14FL992950:250412227	1	3230447	3290728
13FL990034:250304364	1	3174559	3290750
13FL992912:250308994	1	3230447	3290750
14FL992094:250411413	1	3175659	3290750
13FL991383:250308601	1	3290831	3292883
13FL992313:250308165	1	3290792	3292883
14FL991281:250410541	1	3292883	3293100
14FL992534:250411819	1	3290750	3293100
13FL991896:250426712	1	3226429	3293106
13FL990481:250294749	1	3290929	3368678
13FL992958:250426815	1	3293879	3368678
14FL990431:250409566	1	3293947	3368678
14FL990691:250409878	1	3290173	3368678
14FL990857:250410049	1	3292883	3368678
14FL991177:250410424	1	3293876	3368678
13FL991186:250307469	1	3293106	3373310
14FL992782:250412083	1	3293961	3373310
13FL991459:250349591	1	3293100	3377661
13FL990210:250294411	1	3293961	3378143
13FL991001:250307264	1	3293961	3378143
13FL991008:250307271	1	3290173	3378143
13FL991114:250307403	1	3293100	3378143
13FL991460:250426693	1	3290762	3378143
14FL990401:250409538	1	3293961	3378143
14FL991092:250410317	1	3292885	3378143
13FL990389:250294634	1	3368678	3379062
13FL991523:250306127	1	3293961	3379087
14FL990809:250410011	1	3293961	3379087
14FL991406:250410687	1	3290929	3379117
13FL991384:250308602	1	3293961	3381011
14FL990861:250410053	1	3378143	3442001
13FL990515:250294780	1	3378143	3442010
13FL991457:250349589	1	3385977	3442010
13FL992938:250426796	1	3379062	3442010
14FL990493:250409653	1	3385502	3442042
13FL990470:250294739	1	3385502	3442902
13FL991870:250307656	1	3385502	3442902
13FL992950:250426807	1	3293106	3442902
14FL990867:250410056	1	3442902	3445986
14FL990494:250409654	1	3379089	3446084
13FL991034:250307299	1	3454321	3478810
13FL991212:250305873	1	3454321	3478810
13FL991228:250305888	1	3446084	3478810
14FL990946:250410156	1	3446084	3478810
14FL992272:250411562	1	3446110	3478810
14FL992658:250411951	1	3446110	3478810
13FL990538:250294800	1	3452076	3483508
13FL992356:250308206	1	3445986	3483508
14FL992300:250411579	1	3446110	3485282
13FL990763:250295055	1	3445986	3485290
14FL991493:250410801	1	3454321	3485290
14FL991485:250410793	1	3445986	3485307
13FL990787:250307016	1	3446110	3486051
13FL991657:250306279	1	3446084	3486051
13FL992190:250308034	1	3446084	3486051
13FL992625:250308675	1	3445986	3486051
14FL991865:250411161	1	3445986	3486051
14FL992074:250411394	1	3446084	3486051
14FL992291:250411573	1	3446084	3486051
14FL992360:250411652	1	3447156	3486051
14FL992692:250411978	1	3445986	3486051
13FL992994:250426847	1	3446046	3486068
13FL990388:250294633	1	3446084	3486400
13FL991516:250306119	1	3446084	3486400
13FL991595:250306191	1	3290240	3486400
13FL992099:250307915	1	3446084	3486400
13FL992842:250308940	1	3290240	3486400
14FL990102:250408038	1	3442902	3486400
13FL991068:250307331	1	3445986	3486467
13FL992004:250307812	1	3445986	3486467
14FL990189:250409286	1	3446110	3486467
14FL992660:250411952	1	3445986	3486467
14FL992994:250426640	1	3454321	3486467
14FL990758:250409939	1	3446084	3488082
13FL990963:250307204	1	3445614	3490015
13FL991182:250307465	1	3445986	3490015
13FL991701:250306321	1	3445986	3490015
13FL991823:250307584	1	3445986	3490015
14FL991149:250410398	1	3446084	3490015
14FL991323:250410578	1	3445986	3490015
13FL990993:250307257	1	3445986	3492375
13FL992293:250308149	1	3445986	3492375
14FL991417:250410698	1	3488082	3492677
13FL992539:250308439	1	3445986	3496539
14FL990838:250410033	1	3486467	3496539
14FL991264:250410524	1	3486467	3496539
13FL990199:250294402	1	3496539	3531653
14FL992496:250411785	1	3486467	3531653
13FL991821:250307582	1	3486400	3532153
14FL991260:250410520	1	3486467	3532153
13FL992589:250308483	1	3496539	3532227
13FL992311:250308163	1	3496539	3532476
13FL992554:250308453	1	3496539	3532476
14FL991524:250410828	1	3496539	3532476
14FL991128:250410381	1	3492677	3532505
14FL991674:250410957	1	3486400	3532505
14FL990024:250407979	1	3532153	3556620
14FL991431:250410711	1	3532476	3556620
14FL991433:250410713	1	3532888	3556620
14FL992843:250412119	1	3496539	3556620
13FL990386:250294631	1	3532153	3573509
13FL992545:250308444	1	3496539	3573509
13FL992599:250308651	1	3556620	3573509
13FL992879:250308962	1	3496539	3573509
14FL990035:250407988	1	3532523	3573509
14FL990137:250409242	1	3532523	3573509
14FL990576:250409755	1	3556620	3573509
14FL990620:250409788	1	3496539	3573509
14FL990775:250409952	1	3496539	3573509
14FL992537:250411822	1	3532153	3573509
13FL990485:250294753	1	3486467	3573540
14FL990952:250410162	1	3486467	3573540
14FL990963:250410172	1	3486467	3573540
13FL991096:250307386	1	3495137	3573612
14FL990156:250409256	1	3532512	3573612
14FL990461:250409625	1	3496539	3573612
14FL991107:250410331	1	3532512	3573612
14FL992244:250411547	1	3495137	3573612
13FL990857:250307080	1	3532153	3573771
14FL990048:250407995	1	3445986	3573771
14FL990642:250409805	1	3531653	3573771
13FL991347:250308565	1	3573509	3646513
13FL991110:250307399	1	3532512	3651534
13FL991173:250307458	1	3531653	3651534
13FL991414:250349552	1	3532476	3651534
13FL992644:250308695	1	3573771	3651534
14FL990176:250409274	1	3496539	3651534
14FL991843:250411141	1	3573509	3651534
14FL991934:250411214	1	3496539	3651534
14FL992741:250412052	1	3573612	3651534
13FL991903:250307686	1	3573781	3741943
14FL992994:250426640	1	3573771	3741943
13FL990244:250426659	1	3496539	3741959
13FL990415:250294658	1	3651534	3741959
13FL990493:250294761	1	3531653	3741959
13FL990886:250307139	1	3573771	3741959
13FL992288:250308144	1	3573509	3741959
13FL992837:250308936	1	3573781	3741959
13FL992974:250426830	1	3651534	3741959
14FL990146:250409249	1	3651534	3741959
14FL991159:250410408	1	3573771	3741959
14FL991582:250410903	1	3651534	3741959
14FL992089:250411406	1	3651534	3742004
13FL990202:250294404	1	3573771	3742228
13FL990433:250294675	1	3651534	3742228
13FL990636:250294906	1	3532523	3742228
13FL991836:250307596	1	3573781	3742228
13FL992492:250308395	1	3651534	3742228
13FL992493:250308396	1	3651534	3742228
13FL992860:250308952	1	3532476	3742228
14FL990716:250409900	1	3651534	3742228
14FL992217:250411526	1	3651534	3742228
13FL990549:250294840	1	3573509	3743946
14FL991992:250411294	1	3573509	3743946
13FL990688:250294983	1	3573509	3743964
13FL992975:250426831	1	3532505	3743964
14FL990053:250407999	1	3573509	3743964
14FL990649:250409812	1	3651548	3743964
14FL990746:250409929	1	3573509	3743964
14FL990823:250410023	1	3651534	3743964
14FL990992:250410198	1	3651548	3743964
14FL991663:250410947	1	3573771	3743964
14FL992614:250411908	1	3573781	3743964
14FL992808:250412104	1	3573771	3743964
14FL990648:250409811	1	3743964	3773661
14FL991243:250410506	1	3573509	3773661
13FL990813:250307041	1	3743946	3775642
13FL990527:250294789	1	3743964	3775661
14FL990262:250409389	1	3743946	3775661
14FL992975:250412240	1	3773661	3775661
13FL990753:250295045	1	3573771	3775763
14FL990138:250409243	1	3573771	3775763
14FL992302:250411580	1	3743946	3775964
13FL990051:250304380	1	3532153	3775966
13FL990530:250294792	1	3743946	3775966
13FL990933:250307181	1	3743964	3775966
13FL991333:250308553	1	3532153	3775966
14FL991039:250410266	1	3486467	3775966
14FL992669:250411959	1	3532153	3775966
13FL990106:250304422	1	3573771	3775996
13FL992417:250308296	1	3741943	3775996
14FL992647:250411942	1	3532153	3775996
14FL991971:250411273	1	3777133	3796276
13FL990899:250307152	1	3532888	3796901
14FL990600:250409771	1	3741959	3796901
13FL991147:250307433	1	3743946	3798129
13FL991210:250305871	1	3775996	3798129
14FL992564:250411840	1	3777133	3798129
13FL990666:250294965	1	3796901	3800121
13FL991480:250349610	1	3532153	3800121
14FL991513:250410818	1	3775763	3800121
13FL992626:250308676	1	3775996	3800171
14FL992486:250411778	1	3651548	3800174
14FL992737:250412047	1	3651548	3800174
13FL990935:250307183	1	3532153	3800258
14FL991415:250410696	1	3777791	3800258
14FL991721:250411017	1	3777133	3800258
14FL990615:250409783	1	3800258	3800585
14FL992350:250411645	1	3743946	3800585
14FL992161:250411456	1	3743946	3800634
14FL991234:250410467	1	3651534	3800888
14FL991496:250410804	1	3651534	3800888
14FL992375:250411664	1	3742228	3805463
14FL992137:250411439	1	3800879	3805773
13FL990476:250294744	1	3800954	3809796
14FL992895:250412188	1	3800879	3809796
14FL991513:250410818	1	3805463	3812227
13FL992595:250308489	1	3812295	3844765
13FL992266:250308092	1	3805723	3846850
13FL990252:250323655	1	3812219	3848047
13FL991961:250307773	1	3812219	3848047
13FL992783:250308857	1	3809962	3848047
14FL990671:250409829	1	3809796	3848047
14FL990750:250409932	1	3812219	3848047
14FL992336:250411604	1	3812219	3848047
14FL992589:250411858	1	3809962	3848047
14FL991137:250410389	1	3812273	3848060
14FL991462:250410774	1	3812273	3848060
14FL991483:250410791	1	3812219	3849234
13FL990719:250295013	1	3812273	3851337
13FL990112:250294328	1	3812227	3851598
14FL992052:250411345	1	3848629	3851598
13FL990339:250294587	1	3848047	3851801
13FL990344:250294592	1	3848047	3851801
13FL992564:250308462	1	3812273	3851801
14FL991040:250410267	1	3810040	3851801
14FL990726:250409909	1	3851801	3853946
14FL991359:250410640	1	3851801	3853946
13FL991694:250306314	1	3849234	3854265
13FL991330:250426674	1	3854339	3960467
13FL991539:250306141	1	3854338	3960483
13FL992076:250307898	1	3851379	3960483
14FL992071:250411391	1	3854347	3960483
13FL991022:250307286	1	3854265	3968103
13FL991194:250305856	1	3854338	3968103
14FL990800:250410004	1	3854339	3968103
14FL991050:250410276	1	3960483	3968106
14FL991698:250410976	1	3851879	3971129
13FL990025:250304355	1	3971137	4110067
13FL990190:250294395	1	3971129	4110067
13FL991624:250306248	1	3971137	4110067
13FL991754:250307537	1	3968103	4110067
13FL992918:250426775	1	3971096	4110067
13FL992999:250426851	1	3978961	4110067
14FL991010:250410211	1	3971129	4110067
14FL991340:250410592	1	3971096	4110067
14FL991943:250411222	1	3968103	4110067
13FL992408:250308286	1	3971129	4110069
14FL990730:250409913	1	3971137	4110069
14FL992851:250412155	1	3971137	4110078
13FL990273:250323677	1	3971096	4110276
13FL991696:250306316	1	3971146	4113351
13FL991417:250426684	1	3971146	4123278
13FL991444:250349577	1	3971146	4123278
13FL992941:250426799	1	3971146	4123278
14FL991240:250410503	1	3968103	4123278
13FL991013:250307277	1	3968106	4134498
13FL991177:250307461	1	4123315	4135392
13FL992318:250308170	1	4125680	4135392
14FL991530:250410833	1	4110078	4135392
14FL991688:250410969	1	4123278	4135392
14FL991794:250411067	1	4123323	4135392
14FL992754:250412061	1	4125680	4135392
13FL991433:250349568	1	4123278	4135498
13FL990024:250304354	1	3968103	4137848
13FL990389:250294634	1	4135633	4137848
13FL991508:250306111	1	4135558	4137848
14FL991939:250411218	1	3968103	4137848
13FL990883:250307136	1	4135558	4138307
14FL991782:250411059	1	4135548	4138307
13FL991323:250308546	1	4138307	4234389
13FL991947:250307759	1	4138307	4234389
14FL990434:250409569	1	4137848	4234389
14FL990462:250409626	1	4138307	4234389
13FL992561:250308459	1	4136405	4251709
14FL990432:250409567	1	4138054	4251709
14FL990916:250410132	1	4137848	4251709
14FL991587:250410908	1	4138014	4251709
13FL990122:250294338	1	4139865	4251720
13FL990517:250294781	1	4138014	4251720
13FL991291:250305946	1	4137848	4251720
13FL992422:250308301	1	4135392	4251720
14FL990530:250409679	1	4137848	4251720
14FL990810:250410012	1	4138307	4251720
14FL991281:250410541	1	4137848	4251720
13FL991973:250307783	1	4139865	4252056
13FL991027:250307292	1	4137848	4289350
13FL992990:250426843	1	4137848	4289350
14FL992254:250411552	1	4135392	4341116
14FL992423:250411703	1	4137806	4341116
13FL990133:250294347	1	4137848	4341123
13FL991775:250307547	1	4137848	4341123
13FL992685:250308731	1	4234389	4341123
14FL991256:250410517	1	4234389	4341160
13FL991134:250307421	1	4137867	4350215
13FL992417:250308296	1	4137848	4350215
14FL992421:250411701	1	4137867	4350215
14FL990761:250409941	1	4345537	4404169
14FL992444:250411719	1	4135498	4404169
14FL992520:250411807	1	4350215	4404169
14FL990496:250409656	1	4350215	4406228
14FL990890:250410078	1	4350215	4418924
13FL990537:250294799	1	4418924	4498086
13FL992135:250323825	1	4350215	4498086
13FL992887:250308970	1	4350215	4498086
14FL990195:250409292	1	4418924	4498086
14FL990605:250409776	1	4406228	4498086
14FL990876:250410064	1	4406228	4498086
14FL991552:250410848	1	4418924	4498086
14FL992245:250411548	1	4418912	4498086
14FL992781:250412082	1	4417991	4498086
13FL991249:250305909	1	4498086	4499719
13FL990198:250294401	1	4135566	4499720
13FL990271:250323675	1	4135566	4499720
13FL992719:250308794	1	4135566	4499720
14FL991648:250410938	1	4135566	4499720
14FL992725:250412038	1	4135566	4499720
14FL992506:250411795	1	4135633	4499988
14FL992497:250411786	1	4498086	4500013
13FL990555:250294845	1	4424656	4536428
13FL990704:250294999	1	4499988	4536428
13FL990852:250307075	1	4418912	4536428
13FL991872:250307657	1	4499719	4536428
13FL992354:250308204	1	4418924	4536428
14FL990173:250409272	1	4418924	4536428
14FL990232:250409359	1	4498086	4536428
14FL990483:250409645	1	4418912	4536428
14FL991117:250410340	1	4406228	4536428
14FL991450:250410760	1	4500012	4536428
14FL992271:250411561	1	4418912	4536428
14FL992345:250411609	1	4498086	4536428
13FL991373:250308590	1	4499988	4537908
13FL992343:250308193	1	4498086	4537908
